Comment,Location 1,Location 2,Location 3,Sentiment,sentiment_confidence,sentiment_source,needs_review,auto_review_predicted,auto_review_pred_confidence,auto_review_action
"""First you need to go the parliament to make the changes , then people vote will happen then passed by the parliament, then sig…""",Dhaka,,,Neutral,0.3762898024363954,model_autofill,True,Sarcastic_negative,0.4478259734980583,keep
Awesome! Congratulations!!,Dhaka,,,Sarcastic_negative,0.3356465969166037,model_autofill,True,Positive,0.2904076486062014,keep
"""আন্নে কথা বললেও কি না বললেও কি,""",Noakhali,,,Positive,0.3696123507898981,model_autofill,True,Positive,0.41909375768550455,keep
সংস্কার চাই,Dhaka,Narsingdi,,Sarcastic_negative,0.3042845748635149,model_autofill,True,Sarcastic_negative,0.313055632047433,keep
"""এনসিপির সকল দূর্নীতি,অনিয়মের বিচার দাবি করছি।""",চট্টগ্রাম,Chittagong,,Negative,0.3338972995243809,model_autofill,True,Negative,0.4957314860495545,keep
ঠিক,Dhaka,Bagerhat,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
জুলাই বিক্রি করে দুই বছরে সবাই নিজেদের আখের গুছিয়ে নিছে,Barisal,,,Positive,0.2808451092473995,model_autofill,True,Sarcastic_negative,0.31610833308851133,keep
তাহলে বলিস না তাহলেই চলে,Dhaka,,,Negative,0.3394082354328407,model_autofill,True,Negative,0.356373637752448,keep
ক্লিয়ার,Sylhet,,,Sarcastic_negative,0.3383645020424251,model_autofill,True,Sarcastic_negative,0.34885587391061024,keep
ঠিক,Dhaka,,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
যা বেডা ফুট,Barisal,,,Sarcastic_negative,0.3736006375453376,model_autofill,True,Sarcastic_negative,0.4055658293010314,keep
কোটা নেতা,চট্টগ্রাম,নড়াইল,Dhaka,Positive,0.3555885283841829,model_autofill,True,Sarcastic_negative,0.31641686253172663,keep
Kotha boilo jail a,Dhaka,,,Sarcastic_negative,0.3726216233139015,model_autofill,True,Positive,0.37591047445984316,keep
দরকার নেই,কুমিল্লা,Comilla,,Negative,0.3282707421215076,model_autofill,True,Neutral,0.2986861997661335,keep
খাল কেটে কুমির আনতেছে বি এন পি,Dhaka,,,Sarcastic_negative,0.3617814265789897,model_autofill,True,Sarcastic_negative,0.5162730998175482,keep
"""বিপদ কেটে গেলে মানুষ বিএনপি হয়ে যায়! NCP জিন্দাবাদ, ইনকিলাব জিন্দাবাদ।""",Dhaka,,,Sarcastic_negative,0.287894655843338,model_autofill,True,Sarcastic_negative,0.3493494023823447,keep
বিপদ কেটে গেলে মানুষ বিম্পি হয়,Bagerhat,,,Neutral,0.3529580436536866,model_autofill,True,Sarcastic_negative,0.4371825506309603,keep
সংসদে তোমি কথা না বললেও সংসদ তোমাকে অনুরোধ করবেনা।,Dhaka,Brahmanbaria,,Positive,0.3545652288237216,model_autofill,True,Positive,0.39846750264943265,keep
তোদের মত ছাগল এর কথায় কি আসে ষায়,Chittagong,Brahmanbaria,,Sarcastic_negative,0.3798895878692955,model_autofill,True,Positive,0.4883453140206051,keep
তোর সংসদে যাওয়ারটা দরকার কি,Dhaka,,,Negative,0.3527640118400628,model_autofill,True,Neutral,0.3035825800036212,keep
দরকার নেই,পিরোজপুর,Dhaka,Gazipur,Negative,0.3282707421215076,model_autofill,True,Neutral,0.2986861997661335,keep
হালার পুতে যে ভাব দেখাচ্ছে মনেহয় সংসদের পুরান লোক।,Dhaka,,,Negative,0.3582524243770619,model_autofill,True,Sarcastic_negative,0.4853653554464442,keep
ঠিক,Khulna,Sylhet,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
যাকাত ফিতরায় এমপি হওয়া একজন গোপাল ভার বলে কি।,পাবনা,Dhaka,,Negative,0.3837865013873636,model_autofill,True,Sarcastic_negative,0.3014381145754239,keep
জুলাই জঙ্গিদের কপালে অনেক দুঃখ আছে,Dhaka,,,Sarcastic_negative,0.3649609310253753,model_autofill,True,Negative,0.368539056796276,keep
"""কোটার জায়গা কোটা রইল, জুলাই গেল জলে।…""",Jamalpur,,,Sarcastic_negative,0.3107797911073018,model_autofill,True,Neutral,0.39107363490065594,keep
শালা টোকাই,Sylhet,,,Sarcastic_negative,0.3881852015252767,model_autofill,True,Sarcastic_negative,0.39805791003407454,keep
জামাত এর তার জোট গুলার উচিৎ । বি এন পি আর আওয়ামী মত দেশ টুলে পুটে খাওয়া।কারন এই দেশ হছে নষ্ট জনগণের দেশ।,Chittagong,Noakhali,,Negative,0.3666035553654831,model_autofill,True,Negative,0.373979698886401,keep
ঠিক,Dhaka,Cox's Bazar,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
তোর কপালে শনি আছে,Dhaka,,,Negative,0.3696041864864685,model_autofill,True,Negative,0.4534829168536735,keep
তুই কোন চেটের বাল যে তোকে সংসদে কথা বলতে হবে।,Dhaka,,,Neutral,0.3662195514655751,model_autofill,True,Neutral,0.37539038399750474,keep
Thik bolcen,Dhaka,,,Sarcastic_negative,0.3541089548483488,model_autofill,True,Sarcastic_negative,0.3899802478864718,keep
পদত্যাগ করে রাজপথে আসো হ্যাডম থাকলে,Narayanganj,,,Positive,0.2743038444270489,model_autofill,True,Positive,0.33020252779152304,keep
তোর ঘরে গিয়ে সংস্কার কর না হলে পাকিস্তানে গিয়ে কর,খুলনা,Khulna,,Negative,0.3299384315591778,model_autofill,True,Negative,0.4508528563963056,keep
তোর দরকার আছে বলে মনে হয় না,Tangail,,,Sarcastic_negative,0.3202146815689293,model_autofill,True,Sarcastic_negative,0.438942597553652,keep
Jara sahwa haowa baltepare tader sagsode katha balar darkar nay,Dhaka,,,Neutral,0.3153265105560606,model_autofill,True,Neutral,0.41259926159704663,keep
আচ্ছা হেতে বলে প্রথান মন্ত্রী সপ্ন দেখতো ইউনুসের কোলে শুয়ে।,Chittagong,,,Sarcastic_negative,0.3853300484185206,model_autofill,True,Sarcastic_negative,0.481972658462297,keep
বাপের জন্মের সংসদ কি বোঝো,Dhaka,,,Sarcastic_negative,0.3739725261106452,model_autofill,True,Sarcastic_negative,0.45254269130468794,keep
মোহাম্মাদ কাসীম-এর নেতৃত্বে মুসলিম উম্মাহর ঐক্যের আহ্বান তুলে ধরা হয়। প্রায় ১৮০ কোটি মুসলিম থাকা সত্ত্বেও আজ উম্মাহ বিভক্ত ও ন…,Dhaka,,,Sarcastic_negative,0.3780943238488511,model_autofill,True,Sarcastic_negative,0.5190139802523673,keep
গোপালভার,Chittagong,Barisal,Patuakhali,Sarcastic_negative,0.3879269912483249,model_autofill,True,Sarcastic_negative,0.41745570744579935,keep
আগে সংবিধান রচৈয়তার পায়ে সালাম করে এসো,চট্টগ্রাম,Chittagong,,Positive,0.3147105762202593,model_autofill,True,Positive,0.323727904686781,keep
তোমরা দুর্নীতি বন্ধ করে আগে নিজেরা সংস্কার তৈরি কর! দেশের সংস্কার নিয়ে বসে থাকলে হবে না প্রিয়,Chittagong,Noakhali,,Neutral,0.3556414830230466,model_autofill,True,Positive,0.27880688641082546,keep
"""কোটার জায়গা কোটা রইল, জুলাই গেল জলে। ফকিন্নির পোলারা নেতা হইল, লীগের লুঙ্গির তলে।""",Jamalpur,,,Sarcastic_negative,0.2755958415448671,model_autofill,True,Positive,0.281579793876606,keep
"""সমঝোতা বলেও তো একটা ব্যাপার থাকে। সব তো বুঝলাম, রাতের বেলায় সানগ্লাস কি কাজে আসে ?""",Khulna,Bagerhat,Jhenaidah,Sarcastic_negative,0.3570804518497208,model_autofill,True,Positive,0.31211448271483816,keep
হাট ঘাট খাওয়া শেষ হলে মানচিত্রটাও খেয়ে নিও,Dhaka,,,Negative,0.3865969703971737,model_autofill,True,Negative,0.38034024948040285,keep
খেতে খেতে ব্লাস্ট না হয়ে যায়,Dhaka,Narsingdi,,Negative,0.3314571522755907,model_autofill,True,Sarcastic_negative,0.5318839211996643,keep
হা হা জয়যুক্ত হয়েছে ভাই।,Barisal,,,Negative,0.3468272310654177,model_autofill,True,Sarcastic_negative,0.41367362811557123,keep
"""মাদক মুক্ত বাংলাদেশ চাই, এতে ছাত্র জনতা সহ সাধারণ জনগন সবাই কে এগিয়ে এসে পুলিশ কে সহযোগিতা করা উচিত, পুলিশের বিরুদ্ধে অবস্থান নয়।""",Bogra,,,Positive,0.3821811835588851,model_autofill,True,Positive,0.3751085031852655,keep
এবার মনে হয়। বাংলাদেশ চেম্পিয়ন হতে পারে বিশ্বে। তাহলে জুলাই যোদ্ধারা সবাই এ কাজ করতে পাড়বে।,Dhaka,Kishoreganj,,Sarcastic_negative,0.3393954402262554,model_autofill,True,Sarcastic_negative,0.6034185941809215,keep
"""হাট ঘাট ওর বাবা তৈরি করেছে, তাই সমঝোতার মাধ্যমে খাবে ।""",চাঁদপুর,Chittagong,Chandpur,Positive,0.3521991575136429,model_autofill,True,Positive,0.31395731719045983,keep
অন্যের ঘরের রান্না করা ভাতও নিবেন,Dhaka,,,Sarcastic_negative,0.3825302142156482,model_autofill,True,Negative,0.372323967202511,keep
অলরেডি খাওয়া শুরু হয়েছে গুরু।,Dhaka,Narsingdi,Lalmonirhat,Sarcastic_negative,0.3816183356615414,model_autofill,True,Neutral,0.44195226189270237,keep
বাহ! এই এতো তাদের মনের কথা!,Dhaka,Chittagong,Lakshmipur,Negative,0.3312148213636021,model_autofill,True,Negative,0.32082007961958087,keep
বাহ! কি চমৎকার তাদের প্লান,Bogura,Patuakhali,,Negative,0.3479295173156734,model_autofill,True,Negative,0.3662125283721885,keep
সবকিছুই সমঝোতা,Khulna,Jessore,,Sarcastic_negative,0.3451228972884328,model_autofill,True,Sarcastic_negative,0.35949414682272235,keep
"""সবে তো শুরু, এখনো তো অনেক কিছু বাকি।""",সুনামগঞ্জ,Dhaka,,Positive,0.3488746122666875,model_autofill,True,Sarcastic_negative,0.3646611028558883,keep
সবে খেলা শুরু গুরু পিকচার আবি বাকি হে মেরি দোস্ত।,Dhaka,Chittagong,,Sarcastic_negative,0.2878306874240838,model_autofill,True,Sarcastic_negative,0.3383597618539384,keep
স্বাস্থ্য দেখে তো অন্য খাদক মনে হচ্ছে,Dhaka,,,Sarcastic_negative,0.347109938540354,model_autofill,True,Sarcastic_negative,0.4218982724138606,keep
অবশ্যই আমি একমত তারাই সব খাবে দেখবে অন্যেরা শুধু চাইয়া দেখ,Dhaka,,,Sarcastic_negative,0.3748644335842797,model_autofill,True,Neutral,0.34878210408163923,keep
তবে মিলেমিশে খাওয়াটা ভালো।,নরসিংদী,Narsingdi,,Sarcastic_negative,0.368446684059814,model_autofill,True,Neutral,0.3791069610575099,keep
ঠিক ভাই ঠিক,Thakurgaon,,,Negative,0.300663370255548,model_autofill,True,Negative,0.3156205037198594,keep
বাহ চমৎকার,Dhaka,,,Negative,0.3459291957527671,model_autofill,True,Negative,0.35998432424872895,keep
দরকার আছে কথায় যুক্তি ও আছে।,Dhaka,Chittagong,Noakhali,Positive,0.3882713634142117,model_autofill,True,Positive,0.34709185191911857,keep
Md Kajol ভাই দেওয়ান বাজার আজকে ই দখল দেন,Dhaka,,,Sarcastic_negative,0.3743569979688557,model_autofill,True,Neutral,0.6359651685280181,change
চারদিকে শুধু খাইয়া আর খাইয়া,Chittagong,Comilla,,Sarcastic_negative,0.3687272331392603,model_autofill,True,Sarcastic_negative,0.3866466255910165,keep
কালা চশমা না লাগালে মনে হয় নেতা হওয়া যায় না,Natore,,,Sarcastic_negative,0.3648307585193454,model_autofill,True,Sarcastic_negative,0.5891631994505138,keep
সুন্দর বলছে,Dhaka,,,Negative,0.3774593567715812,model_autofill,True,Sarcastic_negative,0.40158674477854783,keep
বেশি দেরি না জয়বাংলা হয়ে যাবেন,Sylhet,,,Sarcastic_negative,0.3341756436700819,model_autofill,True,Sarcastic_negative,0.5157352633640587,keep
তাহলে রেডি হয়ে যাও গোয়াল ঘরের ভাত খাওয়ার জন্য নেতার অর্ডার,Dhaka,,,Sarcastic_negative,0.3813711911004654,model_autofill,True,Negative,0.33915320467955284,keep
ঠিিিিিিিিিিিিিিিিিিিিিিিিিিিিক।,Dhaka,,,Sarcastic_negative,0.3283477983464745,model_autofill,True,Negative,0.33173770167092786,keep
ঘাটখেকো। আফসোস দেশটায় ব্যবসা করে শান্তি নেই।,Dhaka,Chittagong,Noakhali,Positive,0.3780011149487505,model_autofill,True,Positive,0.32518344710847386,keep
এইবার ঠিক আছে,Dhaka,,,Negative,0.3246910909796198,model_autofill,True,Negative,0.3726950930517287,keep
সমঝোতায় চলবে সব,ঝিনাইদহ,Dhaka,Patuakhali,Neutral,0.2966171249170735,model_autofill,True,Neutral,0.3564165624353371,keep
ভাই এখন তো চামচাদেরই ডিমান্ড বেশি।।।,যশোর,,,Positive,0.3076081507449592,model_autofill,True,Positive,0.3550493384069855,keep
হুম তাই তো,Dhaka,,,Sarcastic_negative,0.3641356939104107,model_autofill,True,Sarcastic_negative,0.3808797369246197,keep
দেশে হচ্ছেটা কি,Dhaka,,,Sarcastic_negative,0.3856444466095957,model_autofill,True,Sarcastic_negative,0.41873716118858056,keep
বিশ্বের সব দেশই চাদাবাজি আছে কিন্তু বাংলাদেশে কোন চাদাবাজি নাই। আছে সমঝোতা,Dhaka,Gazipur,,Sarcastic_negative,0.3743008590189505,model_autofill,True,Sarcastic_negative,0.29233478582643774,keep
মানে কি আন্দোলন করলেই কি অন্যায় ভাবে সব করা যাবে? তাহলে সত্যের পথে আন্দোলন করেছেন? নাকি একজন কে তাড়িয়ে অন্য জন দখল নিয়েছেন?,Mymensingh,Sherpur,,Positive,0.3709537940310606,model_autofill,True,Negative,0.3480095559759583,keep
মানচিত্র খাবি!,Dhaka,Gazipur,Cox's Bazar,Sarcastic_negative,0.3623004555527571,model_autofill,True,Sarcastic_negative,0.392645175214671,keep
খা খা ইচ্ছা মতো খা,Feni,,,Sarcastic_negative,0.3853939474434082,model_autofill,True,Sarcastic_negative,0.3377018553562537,keep
"""এটা যৌক্তিক দাবি, সমর্থন জানাই।""",Chandpur,,,Negative,0.3260624885110124,model_autofill,True,Negative,0.4030934815976977,keep
হ ভাই মিলেমিশে খা,Dhaka,Kushtia,,Sarcastic_negative,0.3070481345851384,model_autofill,True,Sarcastic_negative,0.38280955655405047,keep
ঠিক।,Dhaka,Narsingdi,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
খা খা খা সব চুসে চুসে খা,রংপুর,রাঙ্গামাটি,Rangamati,Sarcastic_negative,0.3521052447497879,model_autofill,True,Sarcastic_negative,0.4225930010540657,keep
গু খাবে না?,Khulna,,,Sarcastic_negative,0.3791101272562013,model_autofill,True,Sarcastic_negative,0.376227085765092,keep
একটু অপেক্ষা কর,Dhaka,Mymensingh,,Sarcastic_negative,0.3607305572253935,model_autofill,True,Sarcastic_negative,0.36369110981421915,keep
এটাও খাবি,ফেনী,Dhaka,Sylhet,Negative,0.3818752725949272,model_autofill,True,Negative,0.4051823913993225,keep
খোঁজ নিলে দেখা যাবে ৫ই আগস্টের আগে সে ছাত্রলীগের লুংগির তলে ছিলো,Chittagong,,,Negative,0.3798053836738847,model_autofill,True,Negative,0.34883457365896336,keep
ঠিক,Dhaka,Mymensingh,Jamalpur,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
পুরানো কথা গুলো আস্তে আস্তে সত্যি হচ্ছে!,Feni,,,Neutral,0.2974432955765762,model_autofill,True,Negative,0.40346972983212,keep
ওর আব্বায় রাইখা গেছে তো gando,Dhaka,,,Sarcastic_negative,0.3868650248862983,model_autofill,True,Negative,0.45513945032593706,keep
Md. Mahmudul Islam Hope Less Munarul টিক আছে,Dhaka,Mymensingh,Gazipur,Negative,0.3750161802281576,model_autofill,True,Neutral,0.5845455682791735,keep
ঠিক ঠিক,Dhaka,Rangpur,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
"""ঐ সময়গুলোই ভালোই ছিলো। যখন আপসহীন নেত্রী জেলে ছিলেন, ছেলে লন্ডনে আর নেতারা গর্তে।…""",কুমিল্লা,পঞ্চগড়,Comilla,Positive,0.333942923825121,model_autofill,True,Positive,0.3276722622874108,keep
খাওয়ার সময় এসেছে খান ভাই আপনারা সময় শেষ হলে পালাবার জাগাও পাবেন না ইনশাআল্লাহ,Dhaka,,,Negative,0.335306856842271,model_autofill,True,Positive,0.43944733786333223,keep
আয় হায়,Chittagong,Noakhali,,Negative,0.347255756084787,model_autofill,True,Sarcastic_negative,0.3844961410834632,keep
Ai to Asol kota,Dhaka,Narayanganj,,Sarcastic_negative,0.3593752413705644,model_autofill,True,Sarcastic_negative,0.4303141929898115,keep
খেতে খেতে এগিয়ে যাও,Dhaka,Gazipur,Sirajganj,Sarcastic_negative,0.3296471652112832,model_autofill,True,Positive,0.3497529773696798,keep
চমেৎকার,Dhaka,,,Negative,0.3279829859250908,model_autofill,True,Negative,0.34676448434117957,keep
মারহাবা,Rangpur,,,Neutral,0.3167357788320523,model_autofill,True,Neutral,0.359357781836863,keep
ঠিক ঠিক,Dhaka,Faridpur,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
বি এন পি খাবে না তো কে খাবে?,রংপুর,,,Sarcastic_negative,0.3136810231209568,model_autofill,True,Sarcastic_negative,0.5654163173362581,keep
"""হাটও খাবি, ঘাটও খাবি তাহলে মাঠ টা আর বাকি রাখবি কেন ভাই? তোরা সব ই খা।""",Dhaka,Khulna,Satkhira,Sarcastic_negative,0.3489884888447005,model_autofill,True,Sarcastic_negative,0.3768479387434783,keep
জ্বি স্যার,Dhaka,Mymensingh,,Sarcastic_negative,0.3856257429489367,model_autofill,True,Sarcastic_negative,0.36811498502526857,keep
ঠিকহে,Tangail,,,Sarcastic_negative,0.3690232350172041,model_autofill,True,Sarcastic_negative,0.3370578459606143,keep
আনোয়ার টিভির সংবাদ,Dhaka,Barisal,,Sarcastic_negative,0.3253449839811953,model_autofill,True,Negative,0.3051669550157083,keep
Sob seshe mancitro ta khabe,Chittagong,Noakhali,,Neutral,0.3856567904952315,model_autofill,True,Neutral,0.584694542139029,keep
মাশাল্লাহ,Chittagong,Noakhali,,Negative,0.349636455690206,model_autofill,True,Negative,0.37559005158038244,keep
খা খা বাবা খা ছিলাইয়া। কয়া লাগবেনা,Dhaka,Chittagong,,Negative,0.3091358862456713,model_autofill,True,Negative,0.36812429942192637,keep
অয়,Sylhet,,,Sarcastic_negative,0.3196399401594809,model_autofill,True,Sarcastic_negative,0.31959411399060556,keep
"""খারে খা, খাওয়ার জন্যেই এ দুনিয়া""",Chittagong,,,Sarcastic_negative,0.3394943549340561,model_autofill,True,Positive,0.3136478015916909,keep
হ দরকার হইলে রাস্তা ইট খুলে বাড়ি করবো তারপর ও খাবো,Dhaka,Barguna,,Positive,0.3698390718659988,model_autofill,True,Positive,0.3808007353154636,keep
দলকানারা এসব দেখে না?,Dhaka,Cox's Bazar,,Sarcastic_negative,0.3828727741053299,model_autofill,True,Sarcastic_negative,0.39145845394103057,keep
জ্বী ভাই,Tangail,,,Neutral,0.3356353871559093,model_autofill,True,Sarcastic_negative,0.30200099247614315,keep
বাহ,Chittagong,Brahmanbaria,,Sarcastic_negative,0.364670059862047,model_autofill,True,Sarcastic_negative,0.3782731818145049,keep
ঠিক,Dhaka,Narayanganj,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
"""হাট ঘাটের মালিকদের ও মাকে ইজাড়া দিয়ে থাকলে খাবে, অসুবিধা নাই।""",খুলনা,,,Sarcastic_negative,0.3849537126655161,model_autofill,True,Sarcastic_negative,0.43317621612970286,keep
বরি দে,Dhaka,,,Sarcastic_negative,0.351329520817479,model_autofill,True,Sarcastic_negative,0.36574489223392703,keep
সহমত ভাই,Dhaka,Dinajpur,,Neutral,0.3217493175354463,model_autofill,True,Sarcastic_negative,0.3079175101001481,keep
সমঝোতা করে খাইয়েন,Dhaka,,,Sarcastic_negative,0.3607780804928834,model_autofill,True,Sarcastic_negative,0.3442174577799193,keep
হাট ঘাটের পায়খানা কে খাবে আপনি না তারাই? কেননা হাট ঘাটে পাবলিক টয়লেট থাকে যা কি না টাকা দিয়ে ব্যবহার করা লাগে........,Dhaka,Munshiganj,,Sarcastic_negative,0.3855313593457135,model_autofill,True,Sarcastic_negative,0.37555147193481414,keep
মারো তালি,Dhaka,Rangpur,,Sarcastic_negative,0.3758648081006704,model_autofill,True,Sarcastic_negative,0.4323459126910028,keep
হাট ঘাট মাঠ সব খা।,বরিশাল,Dhaka,Gazipur,Sarcastic_negative,0.2956759670847192,model_autofill,True,Sarcastic_negative,0.3519912901231324,keep
ঠিক,Dhaka,Sherpur,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
হাট ঘাট খায় কি ভাবে??,Dhaka,Magura,Pirojpur,Sarcastic_negative,0.3750239377835651,model_autofill,True,Sarcastic_negative,0.3865937626297396,keep
কাজ নাই যত আকাইম্ম চিন্তা,Dhaka,Chittagong,,Sarcastic_negative,0.3309065006050367,model_autofill,True,Negative,0.33009068511176554,keep
কত খাবেন সময় থাকতে ভালো হয়ে যান,Rajshahi,,,Negative,0.3699592181178178,model_autofill,True,Sarcastic_negative,0.370250264994162,keep
হাট ঘাট কি চিবিয়ে খাবে নাকি,Dhaka,Sylhet,Gazipur,Sarcastic_negative,0.3673178675086648,model_autofill,True,Sarcastic_negative,0.37658086365036914,keep
"""সাবাস বেটা, এগিয়ে যাও।""",Dhaka,,,Sarcastic_negative,0.2924818240111098,model_autofill,True,Positive,0.37827554306868016,keep
ঠিকই তো,Chittagong,,,Negative,0.3551214076318068,model_autofill,True,Sarcastic_negative,0.3435270008132841,keep
খেতে খেতে একসময় পেট ফেড়ে যাবে আ. লীগের মতো,Dhaka,Lakshmipur,,Negative,0.3478300902729695,model_autofill,True,Positive,0.3750407596423436,keep
খাবার মানুষের মৌলিক অধিকার,Dhaka,,,Positive,0.3181452919733314,model_autofill,True,Positive,0.30506351479623595,keep
হাট ঘাটের গু খাবে??,মাগুরা,,,Sarcastic_negative,0.3705272063932916,model_autofill,True,Sarcastic_negative,0.3630808611772665,keep
চাকরি মনে হয় নাই গেছে।,Dhaka,,,Sarcastic_negative,0.384551551442396,model_autofill,True,Sarcastic_negative,0.612891675053889,keep
হাট খাট আবার খায় কেমনে??,Dhaka,,,Negative,0.380360733986587,model_autofill,True,Negative,0.4120991407908626,keep
বেশি খেতে যাইও না বাতিজা.. মুখ পুড়ে যাবে। মিলে মিশে খাও,ঢাকা,Dhaka,Chittagong,Negative,0.360070033508352,model_autofill,True,Sarcastic_negative,0.40342206160251737,keep
Amio tai boli ustad. …,কিশোরগঞ্জ,Dhaka,Kishoreganj,Sarcastic_negative,0.3273771056799878,model_autofill,True,Sarcastic_negative,0.37047906952580323,keep
সাবাস বাগিনা,Dhaka,Tangail,,Sarcastic_negative,0.3733666636989552,model_autofill,True,Sarcastic_negative,0.3722227588255354,keep
ঠিক ঠিক।,Comilla,,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
Only Love react,Narayanganj,,,Neutral,0.3811514528909488,model_autofill,True,Sarcastic_negative,0.3520209642261376,keep
চালিয়ে যেতে পার,Khulna,Jessore,,Negative,0.3767971219279545,model_autofill,True,Negative,0.38112812791602185,keep
ঠিক হে,Sylhet,Sunamganj,,Sarcastic_negative,0.324435795577072,model_autofill,True,Negative,0.3231729260754836,keep
