Comment,Sentiment
সে বাংলা সিনেমার মতো ডায়লগ মারে অনলাইনে এসে,
Hadir khuni,
১৭ বছর না খেয়ে থাকা পাগলা কুকুর হইতে সাবধান।,
আমরা আশা করি এবং কি আল্লাহর একটু ভরসা করে নিশ্চিত হয়েছি আপনি ফেল,
চাঁন্দাবাসকে রিমান্ডে নিলেই হাদি হ*ত্যার প্রকৃত সত্য বেরিয়ে আসবে।,
বিএনপি দেখলেই চাঁদাবাজির কাহিনী মনে পরে,
Maje maje mon kharap hole Aisob Rajnitibid der soglaf dekhi tokhon only hasi,
নৌকা R ধানের শিস দুই শাপের একি বিশ,
আপনি চান্দাবাজের বিরুদ্ধে একটু বলেন,
"হাসিনার আমলে এই কথা বলার সাহস আপনার কোথায় ছিলো। ছাত্রদের কাধে বর করে,এখন ক্ষমতার স্বাদ নিতে চান।",
হাসিনা আসবে আপনাদের মাধ্যমে আসবে,
ভারতীয় রঙ নয় ভারতীয় র ক্ত কথা বললে এমনিতেই জনগণের চোখে লাগে,
চাদা আব্বাস,
চান্দাব্বাস।,
ভিপিনুর আগামীর রাস্ট্র নায়ক,
বিএনপি তে ২০০ আওমী লিগের লোক কেনো যোগ দিতে দিলেন জবাব দেন তাইলে,
মির্জা গাব গাছ হাদী হ'ত্যার পরিকল্পনাকারী,
Apnar dol e korse…,
Chanda Abbasss….,
Allah ore jannat nashib koro Allah. Plz,
তোমাকে ওতি শিকরই আইনের আওতায় আনা হবে।,
ইনশাআল্লাহ।ওসমান হাদি ভাইর বিচার হবেই ইনশাআল্লাহ।,
আহারে পুরুষ কত সুন্দর অভিনয় জানে,
বাটা আয়শা গেছে বুঝতে পারতেছেন ধন্যবাদ,
"আব্বাইসারে কবে যে দেখবো চোরের মতো সাধারণ জনগণ জুতা দিয়ে পেটাচ্ছেন,, ইয়া রাব্বুল আলামিন কবুল করেন",
ভারতের দালালকে তো ভারতের দালালের চেক লাগাবে এটাই স্বাভাবিক,
।#WeAreHadi,
৮ এর জয় মানে জুলাই এর জয়,
এজন্য তারাই সব আওয়ামী লীগ সাথে নিয়েছে,
আপনারাই বড় বড় কথা বলেন কিন্তু পরে আপনারে আওয়ামী লীগের দেশে আসার সুযোগ করে দিবেন এখন মানুষদেরকে বোকা বানানোর চেষ্টা করতেছেন ক্ষমতায় আসার জন্য,
ভারতের দোসর হয়ে আছেন। আবার ডায়লগ কি,
তাহলে কিভাবে নবীন বরন করছেন,
ভোট চুরি করে ক্ষমতায় গেছে আবার লেকচার মারে,
চান্দাবাজ,
৭৪ থেকে শুরু করছেন রাজনীতি এইবার বাদহ্ দেন।,
octopodhi se mdb MP3,
চল যায় যুদ্ধে,
মাদকের বিরুদ্ধে,
বুড়া বয়সেও ক্লিন সেভ,
"চান্দাআব্বাস এখনও ভয়ে ভয়ে কথা বলে,আগে চিন্তা করে পরে বলে।",
হাস্যকর ডায়লগ আপনাদের এই কথা কাউকে বিশ্বাস করেনা।,
Uni ki shok prokas korte gia hus a chole asce naki,
পরিবারতন্ত্রকে না বলুন।,
ওকে ভুট দেওয়া মানে হাদী হত্যার বিচারকে অস্বীকার করা,
"ও মনে হয় ঠিক মত হাগে না, গু সব মাথায় উটে যাচ্ছে,",
কাকা ১৭ বছর কি করলেন।,
আল্লামা মির্জা আব্বাস ঘুম থেকে উঠে বালটি নিয়ে চাঁদাবাজি করে,
শিখানো কথা ।,
আপনিকি মঙ্গলগ্রহে থাকেন নাকি সব আওয়ামী লীগ বিএনপি বানাইছে তার পরেও এসব কথা বলেন কোন মুখে সরম করে না,
আপনাকে সবাই চান্দাবাজ বলে কেনো',
চান্দাবাস,
ভিডিওটা ডাউনলোড করে রাখলাম দেখি কোথা কাজে কতটা মিল থাকে,
চুরি করে চোর,
ঢাকা আর থেকে বয়কট,
আপনারা কি এমন ভালো কাজ করেছেন বা তার ভূমিকাটা কি জাতি একটু দেখতে চায়,
আহারে,
Kaka bnp te Awami League joyen diche ai bisoy ki chu bole jan,
হাদি ভাই তোমার কথা মনে পড়ে খুব দরকার ছিল তোমাকে বাংলার,
আল্লামা মির্জা আব্বাস ওরফে চান্দা আব্বাস,
2nd obaidul kader,
Amar bhai Hadi hottay ei kulanggar o jorito..,
"মিস্টার ষ্যাড় আপনারা ঘোষণা দিয়ে আওয়ামী লীগ কে গ্রহণ করেছেন, অনুগ্রহ করে আর মিথ্যা বলবেন না।",
"মানুষ দেখবে আপনারা কি করেন, শুধু সময়ের অপেক্ষা",
মির্জা পরিবার কে আর নয়,
হালারে দেখতেই চাঁদা বাজের মতো লাগে,
হাদি চিরকাল বেচে থাকুক বাংলাদেশের হৃদয়ে,
কাক্কু মনে হচ্ছে কাজ হবে না,
বিএনপি একটা জোকার দলে পরিনত হইছে,
টপিক গুরিয়ে ফেলেছে তার মানে বড় নেতায় শিখিয়ে দিছে যাতে নাসির উদ্দীন পাটোয়ারীর টপিক ভুলে যায়,
আমরা আশাবাদী তোমাকেও জন গণ করবে ইনশাআল্লহ,
ওরে বাটপার চান্দা আব্বাস,
কোথায় আসে না ভূতের মুখে রাম রাম,
হাসিনার সাথে মির্জার বিশে দেওয়া দরকার।,
ওনি তো মুফতি ওয়াজ ভালো জানেন,
সত্য কে কিভাবে মানবেন না,
হাসিনা বিতাড়িত আপনাদের কোনো ভূমিকা নেই।,
"সালা তুইতো, ভারতী*",
ইনশাহআল্লাহ মির্জা আব্বাস ভোটে হারবে,
ঢাকা ৮ ওসমান হাদির।,
এটা নিশ্চিত হাদী ভাইকে এই আব্বাস মেরেছে,
আমার ভাইয়ের খুনের জরিত ব্যক্তি,
মজার বিষয় হইল পোস্টের রিয়েক্ট পড়ছে ১৫ হাজার তারমধ্যে দশ হাজারই হা হা,
এই মাল যেন হেরে যায়,
"কথাতেই বুঝা যায় আসবে কি না,, ওনি ওনি বলে কথা বলেন আব্বাস সাহেব",
"চান্দা আর ভোট, দুইটা পাশাপাশি দেওয়া সম্ভব না।",
Joto projonto na abbas podteg korche totokhon manus bolte thakbe canda abbas,
হাদি নাই হইলো কেমনে ঢাকা ৮ থেইকা?,
ভোটের পরে বুঝা যাবে।,
-আপনি আগে আপনার এলাকার কর্মীদের সংশোধন করুন।,
"ভারত এর বিরুদ্ধে একটা স্লোগান দে,,",
কেমন দেশপ্রেম.??,
"নিষিদ্ধ করে বড়বড় বক্তৃতা কর, আসবো আসবে সেইদিন তোমাদের খুজে পাওয়া যাবেনা।",
Ajk akdom kajer kotha bolse,
বাংলাদেশ এ ডুকতে হলে চাঁন্দা দিয়ে ডুকতে হবে,
চাপা মেরে লাভ নেই বাংলার জনগণ তোমাকে আর গ্রহণ করবে না,
তোমাদের নেতা কে যেরকম,
গাবগাছ আংকের নাসিরের স্কয়ার গাড়ির সাইড কিট চুরি করছে কে??,
আব্বাস উদ্দিন এম পি হওয়া শ্যাস,
সোনার বাংলাদেশ,
কাকু আপনার বয়স হয়েছে এবার অবসরে যান!,
আর কতো চাঁদা নিবেন ৪বার এমপি হয়েতো অনেক লুটছেন এবার থামেন কাকু!,
⍨ ক্ষমতার চেয়ার না জনতার চেয়ার,
Dhaka big Mafia,
Corer mukhe ram ram,
জিয়তছে তো অনেক কষ্টে আওয়ামী লীগ থাকলে তাও জীবনে জিততেন না যদি আওয়ামী লীগের পক্ষ থেকে কলা গাছ দাড়াইলো ওই কলা গাছে জিতবে,
Vote chor,
এবার একটু আল্লাহরে ভয় করেন এক পা কবরে আপনার এত অমানুষ এর খাতায় নাম লিখাইয়েন নাহ যেনো মরলেও মানুষ খুশিতে নাচে,
"ঢাকা ৮, ১৩,১৭ এই আসন গুলোর ভোট লাইভে গণনার জন্য জোর দাবী জানাচ্ছি।",
ডাকাত,
পৃথিবীতে সবচেয়ে সুখী মানুষ বিএনপির সকল কর্মী কারন তাদের কোনো লজ্জা শরম নাই ।,
"তাদের নেতাকর্মীদের গ্রহন করবে,এটা তো বললেন না।আপনাদের জন্য আওয়ামী লীগ ঠিক ছিল।",
কাক্কু মনে হয় ফেল,
চুরা আব্বাস,
এ হালারে দেখতে আর ভালো লাগেনা,
অহংকারী ধংশ হবে,
Aoyamilig protihoto thakbe ar Abbas ar chadabaji obbahoto thakbe,
এক ঝুড়ি আরেক ঝুড়িকে বলে তোর পিছনে ছি*দ্র*,
"Balur track er bishoy ta jodi bolten, oi somoy onk soto cilam.",
Chanda Vai,
না না না এইটা তো ঠিক না... ওদের DNA-ই তো ভারতের,
ai ta to age thaie laganu ache,
চান্দার ঘুম হারাম হয়ে গেছে,
কেও রং লাগাইয়ো না সরাসরি ভারতি বলো।,
আপনার দিন শেষ,
হাদির খুনি,
চাঁদাবাজ,
আপনার তো চোর তাই বলেছে বুকের দম থাকলে দেখায় দেন সত্যিকারে অর্থে নির্বাচন কে জিতে,
"রঙ কেন লাগাবে, রং নিজেই মেখেছো",
সবাই আমার ভাইকে ভুলে গেলেন.....,
#WeAreHadi #JusticeForHadi #justiceforhadibhai #WeAreOsmanHadi,
Abbas bhai thik ache,
মাফিয়ার ডন,
হেতির চান্দিতে সুটার ফয়সালে চেহাড়া ভেসে ওঠে,
#WeAreHadi,
এই কথাটা যাতে ঠিক থাকে,
আওয়ামী লীগের মতো আচরণ যারাই করবে জনগণ তাদের প্রত্যাখ্যান করবে ইনশাআল্লাহ,
অল্পের জন্য স্টক করে মরেন নি,
জাওরা গাবগাছ,
চোরের মায়ের বড় গলা,
Chanda abbas vote chor no.1,
কারন তর মতো বাটপাড় কেউই নির্বাচনে দাড়ায় নাই...,
স্বৈরাচার মুক্ত দেশ গড়তে গণভোটে হ্যা দিন।,
ভারতীয় আগ্রাসন রুখতে গণভোটে হ্যা দিন।,
মির্জা গাবগাছ,
https://www.facebook.com/share/v/1D33nofQRw/,
দাদু কেমন আছেন আপনি পকেটে চাদার টাকা ডুকতে দেরি হচ্ছে,
ভোটকেন্দ্র আপনার স্ত্রীকে ঢুকিয়ে বুট ধান্দাবাজি করছেন।,
https://www.facebook.com/share/v/1K8ysgUnmt/,
#JusticeForHadi #WeAreOsmanHadi,
মোদীর বাচ্চা,
https://www.facebook.com/share/1FU68427h1/,
#killarmirza,
আইডিতে গিয়ে একটা ফলে দিলে ভরপুর ভালেবাসা পাইবেন এবং ফলে বেগ পাইবেন,
আওয়ামী লীগ এর প্রশ্রয় দেওয়ার প্রমাণ তো পথে ঘাটেই দেখা যাচ্ছে,
এবার চাঁদাবাজ রে কোন লোক ভোট দেবে না,
স্বৈরাচার ফ্যাসিজমের বিরুদ্ধে দাড়ান।,
খান্কিরছেলে কয় কি রে,
শহীদ শরীফ ওসমান হাদীর হত্যার পিছনে আপনার হাত আছে এটা বাংলাদেশের জনগণ জানে,
পূর্বের ১৭ বছর আপনারা বাল ফালাইছেন না এখন বড় বড় লেকচার ছাড়,
"এই দেশের মানুষ, আওয়ামীলীগ ও হাসিনাকে গ্রহণ করবে না কিন্তু আওয়ামীলীগের পদস্থবিদের বিএনপিতে যোগ দিবে ? বাটপার",
"#JusticeForHadi আমার ভাইয়ের রক্ত খেয়ে কাউকে হজম করতে দেবো না হাদী ভাই আমাদের এমপি, আমাদের সরকার",
কেননা সব সাইটে বাংলাদেশের স্বৈরাচার হাসিনাকে সরাল এত ছাত্র জনতা মির্জা আব্বাস কোন বিষয় না এটা,
"আমার তো মনে হয় আপনি হয় স্টক করতেন,,নয়তো সুইসাইড করতেন",
Kako fail,
আব্বাস হাদী হত্যাকারীর পরিকল্পনাকারী,
https://www.facebook.com/devid.john.774194,
Hadir khuni abbas,
Nasir by,
বিএনপি একমাত্র রাজনৈতিক দল যারা ক্ষমতায় যাওয়ার আগেই বাংলাদেশের সর্বস্তরের জনগণ তাদের পতন চায়,
ঢাকা ৮ আপনি পাবেন না মশাই।,
ভারতের রং লাগানো আছে বর্তমানে বিএনপিদের গায়ে।,
দুধে ধোয়া তুলসী পাতা,
ইনশাআল্লাহ,
আপনার দলের লোকরাই তো আস্রয় দিচ্ছে এক অংগে কতো পদের রুপ,
চান্দা আব্বাসউদ্দীন,
সম্পর্ক বদলে গেলো একটি পলকে ভোট চুরের কারণে মির্জা আব্বাস আসলো সংসদে,
আপনার বউ হয়েনাকি আসবে হাসিনা কি ?,
"এটা আবার কেমন রং, এবারের ঈদে আমিও ইউনিক ভারতীয় রঙের জুতো পড়তে চাই",
"ভারতের ডান হাত ছিল আওয়ামীলীগ,,, এবং বাম হাত b*p,,,কথা টা মিলিয়ে দেইখেই",
কথা যেনো ঠিক থাকে,
চোরের মায়ের লম্বা গলা কথাটা আজ বাস্তবে পরিণত হলো,
শালা চান্দা আব্বাস,
বুইড়া চুন্নি আব্বাসনি কই,
remember,
Keno bharat pochhondo koren e toh,
Candabaz,
"দুর্নীতিবাজ,",
"আকাম করছো তাহলে কেমনে মেনে নেয় মানুষ,",
ভূতের মুখে রাম রাম,
আমরা আশাবাদী জনগণ ভোটের মাঠে প্রমান করবে।,
নানা আপনি অবসরে চলে যান।,
নোয়াখালী এখন কুমিল্লার যারা ঢাকা ৮ আসনের ভোটার আছেন দয়া করে আপনারা সবাই নাসির উদ্দিন পাটোয়ারী কে ভোট দিবেন,
যারা আওয়ামীলীগ করতেন তারা কি এরে ভোট দিবেন,
ইনশাআল্লাহ আমরা হ্যাঁ ভোটের মাধ্যমে দেশের সর্বস্তরের জনগণ মিলে সন্ত্রাস চান্দাবাজ টেন্ডারবাজ মুক্ত একটি নতুন বাংলাদেশ গড়তে চাই,
,
#Saluting_Our_Cultural_Hero,
শাপলা কলি জিন্দাবাদ,
"মানুষকে ভোটকেন্দ্রে যেতে দিয়েন, যার ভোট তাকে দেয়ার সুযোগ দিয়েন। তাহলেই বুঝবেন আসল খেলা কি।",
Mirza abbas BNP inshallah,
চাদা আব্বাস হারবে সে খুনি,
Public hase,
হাদিকে সরিয়ে দেওয়ার পিছনে জামাত কাজ করেছে। হাদি একমাত্র আওয়ামী লীগ ও জঙ্গি জামাতের অন্তরায় ছিলো।,
"☞আপনারা আ'লীগের সব মামলা তুলে নিবেন, এটাতো আপনাদের মহাসচিব ঘোষণা দিয়েই দিছে।",
#KillerMirzaAbbas,
অথচ নিজেদের দলেই আম্লীগের নেতাদের মনোনয়ন দিয়ে রাখসে বাটপার,
কবিতা বুঝানোর দিন শেষ,
চান্দা আব্বাস এতো লাফায়েন না ঢাকা -৮ পাবেন না,
বিএনপিকে ভোট দেওয়া মানে নিজের পায়ে নিজে কুড়াল দেওয়া,
আপনি নিজেই তো প্রতি সপ্তাহে সদলবলে গণভবনে যেয়ে হাসিনার সাথে চা খেয়ে আড্ডা মেরে টাকা নিয়ে আসতেন!,
সেজন্য আওয়ামীলীগ কে দলে নিচ্ছেন দল ভারি করতে।মনে রাইখেন পাপ বাপকেও ছাড়েনা।,
মীর্জা আব্বাস না মীর্জাফর,
সুষ্ঠ নির্বাচন হলে মির্জা আব্বাস ফেল,
১৭ হারাচ্ছো! তুমি ৮ নিয়ে পড়ে আছো?,
যারা বলে এখন মুজিব কোট তুলে রেখে দিছি আওয়ামী লীগ আসলে নামাবো তাদের বেলায় কি??,
আমরা চান্দাবাজি সন্ত্রাসী ঢাকা ৮ আসনে দেখতে চাই না,
ঢাকা ৮ আসনের জনগণের রুচি কি এতই খারাপ এদেরকে এমপি বানাবে।!,
আমরা আশাবাদী এবারের নির্বাচনে বাংলাদেশের জনগণ চাঁন্দাবাজ খুনিদের কে ও আর সুযোগ দেবে না ইনশাআল্লাহ,
বাংলাদেশের মানুষ ন্যায় ইনসাফ আজাদী ভিত্তি শাসন চায়।,
চাদাবাজ সন্ত্রাসী লুটপাটের দেশ সাধারণ মানুষের পছন্দ করে না।,
"হ দিবোনে তোমারে,,",
"হাসিনাকে ভুলে গেলেন,আপনার ঢাকা ব্যাংকে একটা ফুলের টোকাও লাগতে দেয় নাই।",
দেশে আসলেই তোমাকে বাগুন ভরে দেয়া হবে,
ওই নির্বাচনে আপনার পরাজয় নিশ্চিত হবে ইনশাআল্লাহ,
এই পাগল কে ভোট দিলে দেশের বারোটা বেজে যাবে,
সব জায়গায় তো আওয়ামী তো সবাই এখন বি,
আরে ভাই আপনারা সবাই মির্জা আব্বাসকে নিয়ে আবোল তাবোল বলতেছেন কেউ পজিটিভ কথা বলেন।,
এটা সাধারণ মানুষ জানে,
ভারতীয় রং বরং ভারতীয় চামড়া পড়ে আছেন।,
সুর পালটে গেলো মনে হচ্ছে,
"হেতি নাকি হত্যাকারী, সবাই কয় আরকি৷",
টেম্পু,
ভন্ড তার নিজের দলের লোকেরাই আনুষ্ঠানিক ভাবে দলে আওয়ামীলীগের লোককে আশ্রয় দিয়েছে,
হাদী হত্যার প্রধান নায়ক,
এই ঢাকা আট নির্বাচনই জন্যই আজ হাদী ভাই কবরে।,
কাকা বিএম্পি আমিলীকগে জায়গায় জায়গায় গ্রহন করছে,
চান্দাব্বাস। এলাকায় এমন কোনো দোকান নাই চান্দা না তুলে,
"মির্জা আব্বাস এর পাপের ফসল, নাসিরউদ্দিনের পাটোয়ারি",
চাচা ভালো হয়ে যাও চাদাবাজী করা বাদ দাও মানুষ কিন্তু সব জানে,
পিওনের ছেলে আন্ডার মেট্রিক কিভাবে একটা ব্যাংকের মালিক হয় এটাই মাথায় ঢুকে না আমার।,
দলে দলে লীগের প্রার্থী দিচ্ছে আবার বলে যায়গা নাই।,
এটা আবার নতুন কি,
কোন ষড়যন্ত্রে কাজ হবে না ইনশাআল্লাহ ধানের শীষের বিজয় সুনিশ্চিত,
অলি অলি,
Canddabazz.com,
জনগণ দেখবে,
"ইজ্জত থাকতে মনোনয়ন প্রত্যাহার করেন, নইলে জমানত বাজেয়াপ্ত হবে।",
বটবাহিনী মির্জা আব্বাসের পিছনে ভালই লেগেছে তবে যারা কমেন্ট করছে এরা সবাই সারা বাংলাদেশের বটবাহিনী!,
ইনশাআল্লাহ জয় আপনার হবে,
বট বাহিনী,
আসল কথা,
বি এন পি একটি ক্ষুদার্ত সন্ত্রাসী দল এদের মুখে দেশের মানুষ পেশাব পায়খানা করবে অপেক্ষা শুধু সময়ের!!!,
খুনিদেরকে দেশের মানুষ ক্ষমতাই দেখতে চায়না,
বিএনপি পাশ করলে ও আপনি ডাবল ফেল হবেন ।,
আপনাদেরকে শায়েস্তা করার জন্য একমাত্র শেখ হাসিনাই যথেষ্ট ছিল,
অথচ দশ বছর পরে শেখ হাসিনাকে ফিরিয়ে আনার ঘোষণা দিলেন বিএনপির এক নেত্রী,
সময়ের অপেক্ষা মাএ,
এইবার মনে হয় তোমারে লাল কার্ড দেখাবে জনগণ,
insha'Allah Mirza saheb,
যারা থাকেই রংয়ের মধ্যে তাদের গায়কি রংলাগানো যায়।,
NCPভাইদেরকে অনুরোধ করবো আমজাদ ভাইকে সমর্থনের কথা কেন্দ্রীয়ভাবে সমর্থন এবং জানানো হোক এর ফলে পলাশে আপনাদের জন্য এবং সকল জনগণের জন্য ভালো হবে,
ইনশাআল্লাহ ঢাকা ৮ টের মানুষ আপনাকে গ্রহণ করবে না?,
tui jan war hadi k marsos,
এবার চির জীবনের জন্য হারাতে হবে ঢাকা ৮ আসন। ১৭ পর ঘেউ ঘেউ জনগণ তার জানে কে আপনি সন্ত্রাস,
"লুটতরাজ, চাঁদাবাজি ও স্বৈরাচার মুক্ত দেশ গঠনে অবশ্যই আমাদের ""হ্যা"" ভোট দিতে হবে।",
আওয়ামীলীগকে আশ্রয় দেওয়া একমাত্র দল বিএনপি,
আলহামদুলিল্লাহ আমরা হাজী সেলিমের রিপ্লেসমেন্ট পেয়ে গেছি,
তোমার কপালে সনির দশা।,
"Kuttar bachcha futfute sundor, chandabbas kuni hadir",
ধন্যবাদ মির্জা ভাই,
কিন্তু আওয়ামী লীগ কে বিএনপি গ্রহণ করতেছে সামনেও করবে।,
হাদী দেখাতে চেয়েছিল:—,
আমি আওয়ামী লীগ করি,
বটদের কমেন্ট ভরা।,
আর যাই হোক ঢাকা ৮ আসনের লোকজন আপনাকে এমপি হিসেবে দেখতে চায় না। আপনি এমপি হচ্ছেন না এই কথা ক্লিয়ার,
আপনি মনে মনে ধরে নেন,
জোকার,
মানুষ চান্দাবাজের বিরুদ্ধে আছে।,
খালেদা জিয়ার বাসার সামনে থেকে একটা বালুর ট্রাক সরাতে পারে নাই আবার বড় বড় কথা বলে,
তোমার আর বেইল নাই,
Mukh O mukhosh...,
পাঁচ বার দুর্নীতিতে চেম্পিয়ান,
মানুষ আর পুরান খায় না,
হাদী মারলো কারা জাতি জানতে চায়,
ইনশাআল্লাহ দাঁড়িপাল্লা,
Muhammad Yasin মির্জা আব্বাসের আসে পাশে আসার মতো হতে অনেক যুগ লাগবে,
ইনশাল্লাহ এখানে আপনি বিশাল ব্যবধানের জয় হবেন ধানের শীষ,
"মানুষ এখন কথায় বিশ্বাস করে না,কাজে।",
তোমারদের কথায় ভেজাল আছে,
#হাদীর_হত্যাকারী,
মুখে মুখে ..,
খুনি আব্বাস!,
