Comment,Sentiment
ধান্দাবাজের মুখে রাম রাম,
হাসিনা যখন আসবে আপনার কেউ বাংলাদেশ এ থাকবেনা।,
মির্জা আব্বাস তোমাকে যারা ভোট দেবে তারা হাদীর সাথে বেইমানি করবে ইনসাফের সাথে বেইমানি করবে ইনকিলাব জিন্দাবাদ,
ধানের শীষ,
চান্দ আব্বাস,
আল্লাহ বিএনপি থেকে বাংলাদেশকে হেফাজত করুক যেভাবে করেছেন আওয়ামীলীগ থেকে। আগামীর বাংলাদেশ হবে ইসলামের বাংলাদেশ ইনশাআল্লাহ।,
মানে ৮ আসনে আপনাকে খেয়ে দিবে নাসির পাটোয়ারী বাকিটা সময়ে বলে দিবে,
এই খুনির বিচার আমরা করবই ইনশাআল্লাহ।,
তরা ত ভারতেরি এজেন্ট রং আর লাগাইব কি,
হা/লারা,
হেতেন শীতে হাগল ওই গেছে।,
গোপন আঁতাত করে এখন লম্বা লম্বা কথা বলে আজকে হারুন ঘোষণা করেছে আ'লীগ কাউকে গ্রেফতার করলে থানা ঘেরাও করে নিয়ে আসবে,
Allahy jani toder thokay,
Tui hadi re khun korchoch,
নিজের গায়ে নিজেইতো মেখে বসে আছেন,
দেশে আনার ব্যাবস্থা করে দেন।তাদের লোকজন কে তো বিএনপি নামধারী আওয়ামী লীগের দোসর চাঁদাবাজ লুটপাট দখলবাজ মাধক কারবারীদের পুনবাসন করছে,
সন্ধ্যার পর ভোটের জন্য সাবের চৌধুরী সাহেবকে ভোটের সহযোগিতা চেয়ে কল দেননা তার গ্যারান্টি কি??,
আপনাদের হারুন ভাই দেয় চোখে দেখেন না থানা এটাক করবে ঘোষনা দিতেছে,
"অন্যান্য সকল প্রার্থী ঢাকা ৮ আসনে যত ভোট পাবে, তার তিন গুণ বেশি ভোট পেয়ে মির্জা আব্বাস সাহেব বিজয়ী হবেন।",
আপনারাই ঘোষণা দিয়ে আশ্রয় দিচ্ছেন।,
"সময় হলে বুঝবে,, ভালো-মন্দ খুঁজবে",
হাসিনা গোপনে কল দিয়ে ফান করছি বলিয়েন না,
বিএনপির সব চেয়ে সুবিধাবাদী নেতা। আওয়ামী আমলে যেন এখন ও তেমন।,
ঢাকা 8 এজন্যই তো ওসমান হাদী ভাইকে মেরে ফেলা হয়াছে,
ভারতীয় রঙের ডিব্বায় ডুব দিয়ে এখন বলেন রং লাগানোর চেষ্টা করা হচ্ছে। এটা কোন কথা হইল।,
বোকা বানিয়ে ধোঁকা দিয়ে ক্ষমতায় যেতে চায়। আওয়ামী লীগ কে পূর্ন বাংলাদেশের মাটিতে বিএনপি আনার ব্যবস্থা করতে মরিয়া হয়ে গেছে।,
Jamat,
Dhaka8 Hadi,
ফুটফুটে সুন্দর.......,
মানুষ বুঝে এখন আর আগের দিন নাই,
চাঁদাবাজ আগে হাদি হত্যার বিচার করেন তারপরে লেকচার দেন ২৪ শে জুলাই পরে মানুষ এখন কেয়ারফুল,
মির্জা আব্বাস কে ও পতিহত করা হবে,
আজকে নাকি মিটিং হয়েছে,
রঙ লাগানোর পর আরো সুন্দর দেখায়,
পুরনো রাজনীতি জনগণ চায়না এটা বোঝার ক্ষমতা কি আপনার আছে,
হাদী খুনের বিচার চাই,
"এটা ভোট পাওয়ার জন্য কৌশল মাত্র, সারাদেশে ওনার দলের কেন্দ্রিয় নেতারা আওয়ামী লীগের সাথে আপোষের ঘোষণা দেয়,আর উনি নতুন সবক দিচ্ছে মানুষকে।",
পরিবারতন্ত্র কে না বলুন।,
কিও কয় চাচায়,
Miza Abas ok sapot,
এদেশের মানুষ চোর গ্রহণ করবে না বাটপার গ্রহণ করবে না ছিনতাই চাঁদাবাজ গ্রহণ করবে না,
হাদির হত্যার বিচার আগে,
তারপরে নির্বাচন,
আর খায়না,
এখানে জামাত শিবিরের গুপ্তবাহিনী বট বাহিনি আছে,
"এইডার আয়ু কমে আসছে,,",
চান্দা,
"কথায় কি বুঝলেন, আর এক স্বৈরাচার উৎপত্তির আভাস,",
"শেখ হাসিনার গৃহপালিত পশু,,,",
"এক মেয়ের সাথে কিছু করতে পারেন নাই, আর আসছেন শেখ হাসিনা আটকানোর জন্য",
বিএনপির একেক নেতারা এক এক বক্তব্য দিচ্ছে,
আপনি শহীদ ওসমান বিন হাদি হত্যার দায় এড়াতে পারবেননা।,
"Dhaka 8, Fantastic",
"বি এন পি দলের নেতাদের কথার কোনো আগা মাথা নাই,এক নেতা বলে হাসিনাকে আনবে আরেক নেতা ভোটের৷ জন্য বলে আনবে না,,কার কথা মানুষ বিশ্বাস করবে",
কথা টাকি শেষ পযন্ত ঠিক থাকবে।,
আহা রে এভাবে যদি হাদি ভাই এর বিচারটা করতে পারতেন নিজ দায়িত্বে তাহলে এমন না বললেও জনগণ আপনাকে বুকে টেনে নিতো,
"এই বক্তব্য এই মূহুর্তে দেওয়া ঠিক হয় নাই,,একে বলে নিজের পায়ে নিজে কুড়াল মারা।",
বিএনপি একমাত্র দল যারা ক্ষমতায় যাবার আগে জনগণ পতন চায় বিএনপির সময় তিনবার সন্ত্রাসীতে চ্যাম্পিয়ন হয়েছিল বিশ্বের বুকে আমাদের ছোট হতে হয়েছিল,
"ইনশাআল্লাহ, ধানের শীষের হবে জয়",
ঢাকা ৮ আসন হাদি ভাইয়ের রক্তে রঞ্জিত পথ...,
পাগলে বলে কি,
বয়স হয়েছে আপনি এবার মসজিদে গিয়ে আল্লাহ আল্লাহ করেন,
পথ ক্লিয়ার করে ওয়াজ করলে যা হয়,
দেশে আনার জন্য আপনার উৎপেতে বসে আছেন,
বাংলাদেশের জনগণ আপনাদেরকে চায় না বহুত আপনাদেরকে সময় দিয়েছে আর না এবারের শপথ দাঁড়িপাল্লার শপথ,
আমরা আশাবাদী তোমাকেও ঢাকা ৮ গ্রহণ করবে না।,
হিংসার রাজনীতি চাই না। আমরা চাই দল মত নির্বিশেষে ১৮ কোটি মানুষের জীবন ও জীবিকার মান উন্নয়ন।,
বাংলাদেশের মানুষ শেখ হাসিনার জন্য কান্না করে জায়নামাজে বসে শেখ হাসিনা আসবে বীরের বেশে,
রং লাগিয়ে দেওয়ার চেষ্টা করে না আপনারা নিজেরা রঙে রঙে সেজে গেছেন দা/লা/লং,
জনতার জম,
নাসির উদ্দীন পাটোয়ারী,
হারুন ভাইর কথার সাথে মিল নেই,
তুমি নিজে ভালো হও,
"এই দেশের ৭৩% মানুষ হাসিনাকে চায়,,, আপনাদের কে চায় না না না",
রক্ত মাখা গায়ে,
ঢাকা ৮ এর প্রতিদ্বন্দ্বি সৎ ও আদর্শের উজ্জল নক্ষত্র হাদি হত্যার বিচার কি হবে?,
লা হাওলা ওয়ালা কুওয়াতা ইল্লা বিল্লাহিল আলিউল আজীম,
"শেখ হাসিনা আসতে পারবে না, কিন্তু আওয়ামী লীগের ভোট নেওয়া যাবে",
দূর হালার ঘরে হালা,
দাঁড়িপাল্লা,
হাসিনার আমলে তো আপনি তেলতেলা ছিলেন।,
Amar এলাকার মানুষ উনি,
আব্বাস সাহেব আপনি সময় পাবেন না ।এমন সুযোগ হবে পালানোর সুযোগ পাবেন না,
আওয়ামী লীগ ছাড়া বাংলাদেশে সুষ্ঠু নিরপেক্ষ নির্বাচন সম্ভব নয়,
গত ১৫ বছর মির্জা আব্বাস সাহেব অনেক প্রতিহত করেছে,
এই পৃথিবীর ইতিহাসে তিন জন উসমানের নাম ইতিহাসের সোনালি অক্ষরে লেখা আছে।,
ঢাকা ৮ খু নি বালপাস,
"বয়স কি কমছে,, ভালো মানুষ হও,,,হিসাব পাই টু পাই ওপারে দেওয়া লাগবে",
চাদা বাজের বাবা গড ফাদার আব্বাস চোরা ভোট চোর না ভোট,
পেয়ে পাস য়াকে জন গন বিসসাস ক রে না,
ভোট চোর,
হাদি হত্যাকারী বেহায়া নির্লজ্জ জালিম নমরুদের বাচ্চা,
ছাগলের তিন নম্বর বাচ্চা,
চাঁদাবাজ মির্জা আব্বাস বোরকা আব্বাস চাম্বা চান্দাবাজ,
মুরব্বী মুরব্বী হুহু,
টাকলা চোর হাদির খোনি তরাই,
জাগো বি এম পি জাগো,
পুরো দেশ দখল নে,
বর্তমানে কারা আওয়ামী লীগের অফিস খুলে দিতে আছে,
মুরগি চোর অলি,
লজ্জা করে বেটা কথা বলতে,
ক্রিমিনাল+চোর,
"ভোট চোর , চান্দা আব্বাস",
তুই হাদিরে হত্যা করছোস,
"কিরে চান্দ আব্বাস না এটা,",
"আপনারা যদি উল্টা পাল্টা করলে,,আপনাদের ছাটাই করা হবে,,,তখন আপনাদেরও এদেশের মানুষ গ্রহন করবে নাহ",
চান্দা আব্বাসের ভাষন,
আব্বাস চাঁদাবাজ,
চোর বোট চোর বিএনপি চাঁদাবাজ খুনি ডাকাত চোর বোট চোর,
ভোট চোরি করা,
স্কাটোনে/মালিবাগে ল্যান্ড শেয়ারে ফ্ল্যাট কিনুন আর ঘুরে সুন্দরবন/ কক্সবাজার পরিবারসহ।আমার ব্যাক্তিগত অফার!সিমীত সময়ের জন্য।,
আপনারা বিনোদোন উপভোগ করুন আর আপনাদের পার্টনাদের নিয়ে ঘুরে আসুন মালদ্বীপ ও শ্রীলংকা অথবা কক্সবাজার ঢাকা-মাওয়া রোডে জমি কিনে।,
চাদা বাজ,
আল্লামা মির্জা আব্বাস,
ভোট চুর,
চাঁদাবাস,
চিটার আব্বাস,
তুমি সন্ত্রাসী আব্বাস,
"চোর বাটপার চান্দা, বোরখা আব্বাস কত পদবি তার",
ভোট চোর,
চান্দাআববাস এই দেশ একাই পোদ মেরে দিচ্ছে,
চোর চান্দাব্বাস ভুয়া,
তোমরা চুদুরবুদুর করলে তোমাদেরকেও দেশ থেকে বিতারিত করা হবে,
তু্ই হাদী কে হত্যা করছো একদম সত্যি কথা,
চোরের বাচ্চা চোর,
চোরা আববাস,
"যারা ভারতের চাটাচাটি করে, তারা কি?",
"এরা হচ্ছে,বিএনপিতে গুপ্ত",
যারা কয়েকটা টাকার লোভে ভোট বিক্রি করে ভাই সেই দেশের উন্নতি কেমনে হবে?,
তাহলে বিচার হবে কার আপনার কাকু......,
উনাকে দেশে মাস্ট বি আনতেই হবে এবং উনার বিচার জনসম্মুখের সামনে করতে হবে.....,
আসসালামু আলাইকুম চান্দাব্বাস,
তোমার দিন শ্যাষ,
ঘটনা সত্য!!,
"চান্দা বাজ কেউ,,,",
Stupid,
এর চেহারা দেখলেই ত বাটপার বোঝা যায়,
চাদাবাজ,
আংশিক সত্য ও আংশিক মিথ্যা দিয়ে গল্প সাজানো,
tmr porajoy nijei krso,
জাতীয় জোকার দল,
"আপনার মেন্টালিটির যে অবস্থা,, কিছু দিন পর আপনাকে ও এ দেশের মানুষ গ্রহন করবে না।",
অটিস্টিক কোথাকার,
আওয়ামী লীগ কি ওরে এখন ভোট দিবে,
ফেনসিডিল ব্যবসায়ীর মুখে ভারত বিরোধী কথা শুনতে ভালই লাগতাছে মাথার মজাক মনে হয় একটু ঘুরছে,
ইনশাল্লাহ দাড়ি পাল্লা । ভোট দিবো নাসির পাটোয়ারী ইনশাআল্লাহ,
আপনাকে জুতার ভোট দেওয়া হবে,
"ফ্রুটিকা, মনকে করে দেয় একটু বেশিই পিউর।",
বলতে চাইছিলো ভাগ্যের কি পরিহাস ঢাকা ৮ এ হাদি আর নাই।,
"হাসিনা আইতাসে,,,,এইবার চুন চুনকে মারেগা। পেহালা নাম্বার তেরা হ্যায় রে চান্দাবাজ",
সুর মনে হয় পাল্টায় গেছে ?,
তোমরাই তো ৭১ ৭১ করে হাসিনাকে কৌশলে আদর জানাচছো,
বুইরা শয়তান,
আবালজাত,
জাতীয় চাঁদাবাজ,
চাঁদাবাজ খুনি সন্ত্রাসী নিপাত যাক,
মির্জা আব্বাস রিন খেলাপি কিনা খুজে বের করা দরকার। Dreamless Jobair,
You are indan how you say that,
আগের যুগ আর বর্তমান যুগ অনেক পার্থক্য আব্বাস ভাই,
চাঁদা বাজ,
"খুনি হাসিনা , গনহত্যাকারী হাসিনা, দেশে আসতে পারবে না কথাটা ভালো লাগছে, বাঁকী কথাগুলো সন্ত্রাসী কায়দায!",
Natok,
Bcos you're the greatest চাঁদাবাজ of Bangladesh,
বাটপার একটা বুইড়া খাটাশ কয় কি,
"ভরাডুবির ভয়ে দিশেহারা মগা,",
"ভারতীয় দালালকে তো ভারতীয়ই বলবে। আচ্ছা, ইন্ডিয়ান বলবোনে। খুশি থাকো",
তোর বাপের নামে মির্জা নাই তোর নামে মির্জা কেন ? বাটপার আগে সেটার ব্যাখ্যা দে ।,
হাদি হত্যার কে করছে,
না না নানানানান,
হাদীর মতো স্বচ্ছ একজন দেশপ্রেমিকের খুনির সাথে যার লেজুরভিত্তি তাকে চব্বিশ পরবর্তী জনতা খাবে না।,
মাকে দেখিয়ে আসি আমার থেকে বড় নিলজ্জ লোক আছে,
হাদি হত্যার মেইন মাষ্টার মাইন হচ্ছে এই চান্দা আব্বাস,
আপনারা নরেন্দ্র মোদির কাছে আত্মসমর্পণ করেছেন এটা জনগণ বুজে,
তুমি ভারতীয় প্রোডাক্ট চাঁদা আব্বাস,
৮.৪ কে হাহক,
তুই খুনি চাঁদাবাজ,
আসবে না কেন এনে ফাঁসি দাও ।,
ফ্যামেলি কার্ড ×,
‌‌‌লাল কার্ড √,
হাদির হত্যার জন্য এই মাদার ফাকার দায়ী,
মাদার ফাকার এটা খুনি,
"আপনারা রং মেখে বসে আছেন,",
বললেই অপরাধ হবে কেন ???,
তোরা তো অবশ্যই ভারতের টাকা খেয়ে ভারতের গোলামী করতেছো ত,
ঢাকা ৮ এ তোমাকে চুদে দেওয়া হবে,
Hadi re apnara khaisen beshidin tikben na,
ধান্দাবাজ বাটপার,
Kafar mirga abbas racord coran aita,
চাঁদাবাজ আর দালালদের জন্য যেটা প্রাপ্য,
তাকে দেখতে ক্রিমিনালের মতো দেখা যায়,
মির্জা আব্বাস খুবই খারাপ লোক।চাদাবাজ।,
চান্দা বাজ,
এই গলাবাজি গুলা 5 আগস্টের আগে কোথায় ছিলো চান্দা ভাই? মাদারবোর্ড,
ঢাকা - ৮ এর যোগ্যতা এবং অধিকার শুধু হাদি ভাই এর ছিলো। #JusticeForHadi,
রাজাকারের বাচচা,Negative
হাম্মা চুর শালা,Negative
আবাল।,Sarcastic_negative
খুনি তুই,Negative
"হাসিনাকে ফিরিয়ে এনে বিচার করা হবে, অপেক্ষা করেন",Neutral
তুমি ফেল,Negative
"খাওয়া থাকবে না, আফনে ফেইল মারবেন",Sarcastic_negative
www.chandabbas.com,Sarcastic_negative
দাদা দেশে না আসলে ফাসি দিবেন কেমনে,Sarcastic_negative
MD Aslam Uddin SanSha,Neutral
জনগণ এরে মূলা খাইয়ে দিবে,Sarcastic_negative
তুই হাদির খুনি,Negative
Chadabaz,Negative
Gaza khyce,Sarcastic_negative
চান্দাবাজ চান্দাআব্বাস,Sarcastic_negative
আমার ভাই ওসমা হাদী বিচার চাই।তার খুনিদের কাছে।।।,Negative
সেইজন্য একযোগে কয়েকশ আওয়ামী লীগকে দলে নিয়েছেন।,Sarcastic_negative
পাল্তু,Sarcastic_negative
শুধু তোমাকে না পুরো বিএনপিকে বয়কট করে জনগণ এর জবাব দিবে জাতির সাথে তোমরা কত বড় বেইমানি করছ,Negative
"যে যতটুকু পানিতে নামে সে ততটুকু ভিজে, আর যেটুকু ভিজে সেটুকু দেখা যায়",Sarcastic_negative
চান্দাব্বাস তোমার পট্কি মারে ডার্বি নাসির,Negative
ঠিক কথা বলে ছেন,Positive
"ঢাকা ৮ জনগণ চান্দাবাজ বয়কট করবে, ইনশাআল্লাহ",Positive
ওই কামরা বন্ধ কর,Sarcastic_negative
সিঙ্গারা বিক্রি করতে তোমার বাবা এত টাকা কিভাবে তোমার,Sarcastic_negative
ঢাকা ৮ এ আমাদের হাদি ভাই এর রক্ত লেগে আচে কোনো চাঁদা বাজ কে আমরা চাই না,Negative
তুই আসল চাঁদাবাজ,Negative
আপনারা যে কি মাল সাধারণ জনগণের কাছে পরিষ্কার,Sarcastic_negative
আপনার জন্য ভালো বাঁশা,Sarcastic_negative
চাঁন্দাবাজের দিন শেষ,Sarcastic_negative
Tui to modir putro go mutro,Negative
হাদী ভাই বেচে থাকলে। চান্দা আব্বাস ১০০% ফেল করত,Negative
তুমি পুটকি মারা খাইবা ইনশাআল্লাহ,Negative
বিএনপি মানে চাঁদাবাজ সন্ত্রাসী,Negative
তুইতো আসলে ঐটাই শালা মেইড ইন সোনাগাছি,Negative
১৭ বছর কার বাল ছিড়ছেন,Sarcastic_negative
তুমি চান্দাব্বাস।,Sarcastic_negative
তুই যে কি লেভেলের জাইরা ঢাকাবাসী জানে,Negative
ভারতিয় রং লাগায় নি অন্তরে ঢুকিয়ে রাখছেন,Negative
হাদীর খুনি,Negative
বুড়া বয়সে যে ভীমরতিতে ধরে এই বুড়ারে না দেখলে বুজতেই পারতাম না,Negative
Chadabazz der lider tui jawra abbas,
Justice For Hadi,Neutral
#WeAreOsmanHadi,Neutral
বয়কট চাঁদাবাজ দল,Negative
বোকাচোদা আব্বাস,Negative
কারণ তুই ঢাকা ৮ আসনের টপ লেভেলের চাঁদাবাজ কুলাঙ্গার হাদীর খুনি।,Negative
এরা বুঝে কথা বলে। রাতে চুরি করে সকালে সাধু সাজে,Sarcastic_negative
"এটা তোমার ভাগ্যের পরিহাস না এটা তোমার কর্মের ফল যাকে বলে কর্মফল,",Negative
"ভারতের লোকেরা বলে, তাদের গায়ে ভারতের রং লাগিয়ে দিচ্ছে, কি আজব না",Negative
তা ঠিক আছে কিন্তু তোর মতো চান্দাব্বাস কেও চুদে তাড়াবে,Negative
Madar Chod Dalaal,Negative
হাদীরে খুন করাইছোস তুই,Negative
Hassokor,Sarcastic_negative
চান্দা আব্বাস বিএনপিকে গিলে খেয়েছে তোমার খেইল খতম,Negative
ভারত আওয়ামীবিষয়ক বিম্পির স্থায়ী সদস্য,Sarcastic_negative
শুর দি পালটে গেছে,Sarcastic_negative
Chud ling,Negative
মাদারবোর্ড,Negative
তুমি সন্ত্রাস তুমি চাঁদাবাজ মির্জা আব্বাস তোমাকে জনগণ বয়কট করবে ইনশাআল্লাহ।,Negative
আমরা আশাবাদী তোমাকে ঢাকা ৮ গ্রহণ করে না ইনশাআল্লাহ,Negative
তোরা মুনাফেক ভিতরে একটা বাহিরে আরেকটা চান্দা ভাই,Sarcastic_negative
তোরেও ভারত পাঠাই দিমু,Negative
চান্দা আব্বাসের মতো নেতা দেশের অলিগলিতে পাওয়া যাবে কিন্তু ওসমান হাদি একজনই ।,Negative
"হাদি হত্যায় চরম ভুমিকা,,এই খানকির পোলার",Negative
তুমি চান্দাব্বাস হতে পারবা না,Sarcastic_negative
নাটক কম করেন,Sarcastic_negative
আহারে চান্দা কাকু,Sarcastic_negative
হাদি হত্যার বিচার চাই এই সব বাদ,Neutral
মুখে মধু অন্তরে বিষ৷ এখন বঙালী আর বোকা.দা নেই।,Negative
চান্দা + অভ্যাস৷,Sarcastic_negative
সন্ধি বিশ্চেদ কী হবে?,Neutral
তোমাকে ও ঢাকা গ্রহণ করবে না ইনশাআল্লাহ,Negative
#Banglaedition,Neutral
Pinaki Bhattacharya - পিনাকী ভট্টাচার্য,Neutral
নাসিরুদ্দিন ভাই,Neutral
বয়কট বয়কট বয়কট,Negative
এই শালা চুপ চিটার বাটপার,Negative
জনগণ ইতি মধ্যে বুঝে গেছে তোমরা খাটি ভারতীয়,Negative
Chanda abbas,Sarcastic_negative
হাদির খুনি মিরজাপর আব্বাস,Negative
হাদির রক্ত তোর হাতে লেগে আছে,Negative
"এই বাটপার কে ধরলে হাদি হত্যা কে করছে সবকিছুই বের হয়ে জাবে,",Negative
"বাল ফালাইয়া দিছো ১৭ বছর দেখলাম তো,,",Negative
তুমি মির্জা আব্বাস তুমিও আওয়ামী লীগের দোসর তোমারে জনগণ বয়কট করবে।,Negative
খুনি আব্বাছ,Negative
মীর্জা আব্বাস সাহেব জিন্দাবাদ,Positive
আপনি অনেক ভয়ে আছেন এজন্য অন্য ক্যান্ডিডেটদের গ্রামে নির্বাচন করতে বলতেছেন।,Sarcastic_negative
Indian agent,Negative
মানুষ এখন সচেতন কাকে ভোট দিলে তাদের নতুন প্রজন্ম ভালো থাকবে এটা মানুষ যানে,Positive
তুই তো কালারই শালা,Sarcastic_negative
আপনারা স্বৈরাচার শেখ হাসিনার চাইতেও বড় খতরনাক,Negative
আরে চান্দাবাজ মির্জা আব্বাস,Negative
তুমি কে চিনলাম নাতো,Sarcastic_negative