dataset,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
Before Election,123,দেশ এদের বাপের সম্প্রতি,দেশ এদের বাপের সম্প্রতি,3,0.731617932296702
Before Election,124,পুলিশ প্রশাসক কি করতেছে তাকে গ্রেফতার কেন করতেছে না,পুলিশ প্রশাসক কি করতেছে তাকে গ্রেফতার কেন করতেছে না,4,0.7996371489490497
Before Election,125,সার্টিফিকেট বিক্রিতে কেউ পিছিয়ে নেই,সার্টিফিকেট বিক্রিতে কেউ পিছিয়ে নেই,0,0.2
Before Election,126,বিম্পির নেতা বলতেছে জান্নাতের টিকিট কনফার্ম তাদের ভোট দিলে,বিম্পির নেতা বলতেছে জান্নাতের টিকিট কনফার্ম তাদের ভোট দিলে,4,0.548862478412335
Before Election,127,দেখেন যা ভালো বুঝেন বদ্দারা,দেখেন যা ভালো বুঝেন বদ্দারা,0,0.7975294086263263
Before Election,128,ভোটের আগেই আসল রুপ দেখিয়ে দিলে,ভোটের আগেই আসল রুপ দেখিয়ে দিলে,3,0.8386240248222356
Before Election,129,এইসব ফালতু কথা কর্মের জন্য বিএনপির ভোট নাই তাও আরও কমছে,এইসব ফালতু কথা কর্মের জন্য বিএনপির ভোট নাই তাও আরও কমছে,4,0.8635511314102322
Before Election,130,"ঐ এলাকার সকল মানুষ মনে মহিলা। সবাই মনে হয় চুরি পরে ঘরে বসে থাকে, আর ঐ চাঁদাবাজ নেতা তাদের খাওয়া পরার ব্যবস্থা করে। তাই এত বড় কথা।",ঐ এলাকার সকল মানুষ মনে মহিলা সবাই মনে হয় চুরি পরে ঘরে বসে থাকে আর ঐ চাঁদাবাজ নেতা তাদের খাওয়া পরার ব্যবস্থা করে তাই এত বড় কথা,4,0.9373518995254961
Before Election,131,"প্রকাশ্যে এরকম হুমকি, তার বিরুদ্ধে ইসি ব্যবস্থা নিয়েছে কি? জানা থাকলে জানাবেন।",প্রকাশ্যে এরকম হুমকি তার বিরুদ্ধে ইসি ব্যবস্থা নিয়েছে কি জানা থাকলে জানাবেন,1,0.7324757424386168
Before Election,132,হাসিনার থেকে কম কোথায় এই দলে,হাসিনার থেকে কম কোথায় এই দলে,4,0.7329400189288444
Before Election,133,রাজনীতির মাঠে ধর্ম ব্যবসার প্রতিযোগিতা চলছে মনে হয়!!!,রাজনীতির মাঠে ধর্ম ব্যবসার প্রতিযোগিতা চলছে মনে হয়,3,0.7994066558323104
Before Election,134,লাল পানি বেশ খেয়েছে,লাল পানি বেশ খেয়েছে,1,0.5999620515059844
Before Election,135,ধানের তো হাল্লা নাই জান্নাতে কেমনে যাবে?,ধানের তো হাল্লা নাই জান্নাতে কেমনে যাবে,0,0.83552246094787
Before Election,136,তুই কোন চ্যাটের বাল যে তোর ভয়ে অন্য কোথাও ভোট দেওয়া যাবে না,তুই কোন চ্যাটের বাল যে তোর ভয়ে অন্য কোথাও ভোট দেওয়া যাবে না,4,0.835308709908099
Before Election,137,আগে শুনতাম জামাত ধর্ম ব্যবসায়ী এতো দেখছি পাক্কা মওলানা,আগে শুনতাম জামাত ধর্ম ব্যবসায়ী এতো দেখছি পাক্কা মওলানা,3,0.7333172776581356
Before Election,138,গাজা গোর জান্নাত কনফার্ম,গাজা গোর জান্নাত কনফার্ম,3,0.5510038001631299
Before Election,139,রাজনিতির নেশায় এদের ঈমান নষ্ট হয়ে গেছে,রাজনিতির নেশায় এদের ঈমান নষ্ট হয়ে গেছে,1,0.838255827294016
Before Election,140,বিএনপি কে পচাইছে এসব নেতারা,বিএনপি কে পচাইছে এসব নেতারা,4,0.5055124223318439
Before Election,141,তাহলে ভোটের দরকার কি? গদিতে বসলেই হয়।,তাহলে ভোটের দরকার কি গদিতে বসলেই হয়,0,0.7993532498329555
Before Election,142,পাগলের সুখ নাকি মনে মনে এই পাগলামি নির্বাচনের পরে কোথায় থাকবে আপনার,পাগলের সুখ নাকি মনে মনে এই পাগলামি নির্বাচনের পরে কোথায় থাকবে আপনার,3,0.8650109464132626
Before Election,143,কিসের বি এন পি পাবে ৪২০ আসন,কিসের বি এন পি পাবে আসন,2,0.8384439729531813
Before Election,144,তাহলে আর নির্বাচন দরকার কি।,তাহলে আর নির্বাচন দরকার কি,0,0.5517708977196424
Before Election,145,চান্দাব্বাস হাদী হত্যা ভূমিকায় অপরিসীম।,চান্দাব্বাস হাদী হত্যা ভূমিকায় অপরিসীম,4,0.7330557989233637
Before Election,146,"বিচারের দাবি নাই, তাই আপাকে দেশে না এনে দাদাদের কাছেই রাখতে চায়!! নতুন বন্দোবস্ত",বিচারের দাবি নাই তাই আপাকে দেশে না এনে দাদাদের কাছেই রাখতে চায় নতুন বন্দোবস্ত,1,0.7988462073172065
Before Election,147,বিনপি তো আওমীলিগ সাথে নিতে ছে,বিনপি তো আওমীলিগ সাথে নিতে ছে,4,0.730488035714308
Before Election,148,"আপনারাই তো হাসিনার পক্ষে কথা বলেন,,এখন সুর বদল হইছে",আপনারাই তো হাসিনার পক্ষে কথা বলেন এখন সুর বদল হইছে,4,0.8393438245044443
Before Election,149,কিরে এত সহজে বাইরে গেল ভাষণ,কিরে এত সহজে বাইরে গেল ভাষণ,1,0.7321070759307683
Before Election,150,চাঁন্দা আব্বাস,চাঁন্দা আব্বাস,4,0.7297850208012601
Before Election,151,কাকু সময় বদলাইছে ওহন পাব্লিক আগের পুরানা নষ্ট খাবার খায় না,কাকু সময় বদলাইছে ওহন পাব্লিক আগের পুরানা নষ্ট খাবার খায় না,0,0.8377680673162353
Before Election,152,মির্জা আব্বাস হল  বিএনপি'র মীরজাফর,মির্জা আব্বাস হল বিএনপি র মীরজাফর,4,0.7964011481728461
Before Election,153,দাদু গিরগিটির মতো রং চেঞ্জ করো না তোমাদের মুখে একটা অন্তরে আরেকটা,দাদু গিরগিটির মতো রং চেঞ্জ করো না তোমাদের মুখে একটা অন্তরে আরেকটা,3,0.7980234766515574
Before Election,154,তোরে কে ভোট দিবো,তোরে কে ভোট দিবো,2,0.5465587867625018
Before Election,155,গডফাদার,গডফাদার,0,0.2
Before Election,156,বাটপার,বাটপার,0,0.599984997449053
Before Election,157,এ-র জন্যই হাদিকে সরিয়ে দিয়েছিস,এ র জন্যই হাদিকে সরিয়ে দিয়েছিস,4,0.7333029362957825
Before Election,158,চান্দাব্বাস,চান্দাব্বাস,4,0.599975638959427
Before Election,159,ঢাকা -৮ এ চান্দাবাজ এর স্থান আর হবে না ইনশাআল্লাহ,ঢাকা এ চান্দাবাজ এর স্থান আর হবে না ইনশাআল্লাহ,1,0.8384863962030313
Before Election,160,চান্দাব্বাছ,চান্দাব্বাছ,0,0.2
Before Election,161,হাসিনাকে তোমরা নিয়ে আসবা,হাসিনাকে তোমরা নিয়ে আসবা,0,0.2
Before Election,162,"আপনার দলই তো, আওয়ামী লীগ কে দলে এডপ্ট করতেছে।
হ্লা ফ্লাউল",আপনার দলই তো আওয়ামী লীগ কে দলে এডপ্ট করতেছে হ্লা ফ্লাউল,2,0.5341999765457719
Before Election,163,ভারতীয় রং আপনারা নিজেরাই গায়ে লাগিয়ে গুরতেছেন,ভারতীয় রং আপনারা নিজেরাই গায়ে লাগিয়ে গুরতেছেন,0,0.7976325313326033
Before Election,164,"জনগণ কে সিদ্ধান্ত নিতে দিন , আপনারা বাধা দিচ্ছেন কেন ?",জনগণ কে সিদ্ধান্ত নিতে দিন আপনারা বাধা দিচ্ছেন কেন,1,0.8988740114911828
Before Election,165,"কালার না সত্যি, নিজের বংশের কিছু লোক কে এমন দেখলাম। আর কারে কি বলবো।",কালার না সত্যি নিজের বংশের কিছু লোক কে এমন দেখলাম আর কারে কি বলবো,2,0.8657802073118925
Before Election,166,আপনি তো হাদিকে মারচেন আল্লাহ বিচার করবেন ইংশাললাহ অপেক্ষায় থাকেন,আপনি তো হাদিকে মারচেন আল্লাহ বিচার করবেন ইংশাললাহ অপেক্ষায় থাকেন,4,0.8388012909837373
Before Election,167,মীরজা ওবায়দুল কাদের,মীরজা ওবায়দুল কাদের,0,0.2
Before Election,168,চান্দা আব্বাস।‌।,চান্দা আব্বাস,0,0.7326644355416748
Before Election,169,"ঢাকা ৮ এর জনগণ, অবশ্যই হাদী ভাই এর হত্যার বিচার করবে, চান্দাব্বাসকে হারিয়ে",ঢাকা এর জনগণ অবশ্যই হাদী ভাই এর হত্যার বিচার করবে চান্দাব্বাসকে হারিয়ে,1,0.910296656150182
Before Election,171,সব আওয়ামী লীগ তো বিএনপিতে যোগ দিতাছে।,সব আওয়ামী লীগ তো বিএনপিতে যোগ দিতাছে,2,0.733111390204485
Before Election,172,আব্বাস কাকু মির্জা ফখরুল সাহেব কি বলে আওয়ামী লীগের ভোট চায় উনাদের নামে মামলা থাকবে না আর আপনি কি বলেন সেই আওয়ামী লীগের মতো শুরু করেছেন আপনারা এক একজন এক একটা নাটক করেন এক এক সময়,আব্বাস কাকু মির্জা ফখরুল সাহেব কি বলে আওয়ামী লীগের ভোট চায় উনাদের নামে মামলা থাকবে না আর আপনি কি বলেন সেই আওয়ামী লীগের মতো শুরু করেছেন আপনারা এক একজন এক একটা নাটক করেন এক এক সময়,2,0.9689504238917026
Before Election,173,চাঁন্দা ভাইকে বর্জন করুন,চাঁন্দা ভাইকে বর্জন করুন,3,0.7295832908804424
Before Election,174,মির্জা আব্বাস সাহেব আপনি।  হাদীকে আপনি থ্রেড দিয়েছিলেন কেন তাকে কেন বলেছিলেন যে তুমি কখনো ওয়ার্ড কাউন্সিলার হয়েছিলে,মির্জা আব্বাস সাহেব আপনি হাদীকে আপনি থ্রেড দিয়েছিলেন কেন তাকে কেন বলেছিলেন যে তুমি কখনো ওয়ার্ড কাউন্সিলার হয়েছিলে,4,0.8838909334798324
Before Election,176,ব্যাংকের মালিক হইলা কেমনে।,ব্যাংকের মালিক হইলা কেমনে,0,0.5999676839065646
Before Election,177,চান্দাবাজদের বয়কট করেছে বাংলাদেশের ছাত্র সমাজ। তার প্রমাণ ছয়টা বিশ্ববিদ্যালয়ের ছাত্র সংসদ ভোটের রেজাল্ট।,চান্দাবাজদের বয়কট করেছে বাংলাদেশের ছাত্র সমাজ তার প্রমাণ ছয়টা বিশ্ববিদ্যালয়ের ছাত্র সংসদ ভোটের রেজাল্ট,3,0.8388711855588596
Before Election,178,"নতুন আরেকটি রঙ আবিস্কার বলো, ভারতীয় রঙ",নতুন আরেকটি রঙ আবিস্কার বলো ভারতীয় রঙ,1,0.7303892091310581
Before Election,179,দুর হালা খবিস,দুর হালা খবিস,0,0.2
Before Election,180,দূর্নিতির বর পুত্র,দূর্নিতির বর পুত্র,0,0.2
Before Election,181,আওয়ামী লীগ পুনর্বাসনের কাজ চলছে,আওয়ামী লীগ পুনর্বাসনের কাজ চলছে,2,0.8388235929508119
Before Election,182,কাকু এতদিন কি করছেন,কাকু এতদিন কি করছেন,2,0.798928002144587
Before Election,183,সে একটা ছেলে নয়! নাসির উদ্দিন পাটোয়ারী নির্বাচিত হয়ে স্বরাষ্ট্রমন্ত্রী ইনশাল্লাহ!,সে একটা ছেলে নয় নাসির উদ্দিন পাটোয়ারী নির্বাচিত হয়ে স্বরাষ্ট্রমন্ত্রী ইনশাল্লাহ,0,0.8653023135033219
Before Election,184,হাদীর বিচার চাইলে চান্দাব্বাসদের হটাতে হবে৷,হাদীর বিচার চাইলে চান্দাব্বাসদের হটাতে হবে৷,1,0.5987643271195153
Before Election,185,চাঁদাবাজ ও সন্ত্রাস ভূমিধস দুর্নীতি ৫চ্যামফিয়ান দলকে না বলুন,চাঁদাবাজ ও সন্ত্রাস ভূমিধস দুর্নীতি চ্যামফিয়ান দলকে না বলুন,4,0.731267331945971
Before Election,186,চান্দা বাবার মুখে ধর্মের বুলি,চান্দা বাবার মুখে ধর্মের বুলি,0,0.7308592262228246
Before Election,187,চান্দা ভাই,চান্দা ভাই,0,0.7324940009681048
Before Election,188,চান্দা আব্বাস এবার জামানত হারাবি রে আগেই রেন্ডিয়ার ভিষা রেডি রাখ,চান্দা আব্বাস এবার জামানত হারাবি রে আগেই রেন্ডিয়ার ভিষা রেডি রাখ,0,0.866366496221264
Before Election,189,17 বছর ভণ্ডামি করছো।।।,বছর ভণ্ডামি করছো,2,0.5965047416312184
Before Election,190,এক নামবার চান্দাবাস,এক নামবার চান্দাবাস,2,0.5999849314920631
Before Election,191,মির্জা আব্বাস হাদী হত্যাই জড়িত তার কথার বুঝা যায়,মির্জা আব্বাস হাদী হত্যাই জড়িত তার কথার বুঝা যায়,0,0.5634403094711242
Before Election,192,চান্দাব্বাস। হাদী হত্যার সাথে জড়িত।,চান্দাব্বাস হাদী হত্যার সাথে জড়িত,4,0.799159614568403
Before Election,193,চান্দাবাজ হটাও দেশ বাঁচাও,চান্দাবাজ হটাও দেশ বাঁচাও,3,0.7317009895638644
Before Election,194,তাহলে আব্বাস ভাই আপনি ফখরুল সাহেব কে বুঝান,তাহলে আব্বাস ভাই আপনি ফখরুল সাহেব কে বুঝান,2,0.4827151483286515
Before Election,195,তুমাকেও আমরা চাই না।এবার শুধু জামাত,তুমাকেও আমরা চাই না এবার শুধু জামাত,3,0.40039471765728984
Before Election,196,চাঁদ্দাব্বাস,চাঁদ্দাব্বাস,0,0.2
Before Election,197,টাকার বদলে আওয়ামী লীগ দিয়েই তো দলটা পরিচালনা করছেন আপনারা,টাকার বদলে আওয়ামী লীগ দিয়েই তো দলটা পরিচালনা করছেন আপনারা,2,0.8396586725194459
Before Election,198,ধামরা চান্দা আব্বাস বিএনপি র পতনের কারন হবে।,ধামরা চান্দা আব্বাস বিএনপি র পতনের কারন হবে,4,0.5033264462556605
Before Election,199,চাঁন্দাবাসকে রিমান্ডে নিলেই হাদি হ*ত্যার প্রকৃত সত্য বেরিয়ে আসবে।,চাঁন্দাবাসকে রিমান্ডে নিলেই হাদি হ ত্যার প্রকৃত সত্য বেরিয়ে আসবে,0,0.2
Before Election,200,নৌকা R ধানের শিস দুই শাপের একি বিশ,নৌকা r ধানের শিস দুই শাপের একি বিশ,0,0.7278499127213082
Before Election,201,চাদা আব্বাস,চাদা আব্বাস,4,0.7285668604713316
Before Election,202,চান্দাব্বাস,চান্দাব্বাস,4,0.599975638959427
Before Election,203,চান্দা আব্বাস,চান্দা আব্বাস,0,0.7326644355416748
Before Election,204,বুড়া বয়সেও ক্লিন সেভ,বুড়া বয়সেও ক্লিন সেভ,0,0.2
Before Election,205,হাস্যকর ডায়লগ আপনাদের এই কথা কাউকে বিশ্বাস করেনা।,হাস্যকর ডায়লগ আপনাদের এই কথা কাউকে বিশ্বাস করেনা,0,0.39957278883196923
Before Election,206,পরিবারতন্ত্রকে না বলুন।,পরিবারতন্ত্রকে না বলুন,0,0.5972275801965594
Before Election,207,আপনাকে সবাই চান্দাবাজ বলে কেনো',আপনাকে সবাই চান্দাবাজ বলে কেনো,3,0.8390810728436365
Before Election,208,চুরি করে চোর,চুরি করে চোর,2,0.7286100325851911
Before Election,210,আল্লামা মির্জা আব্বাস ওরফে চান্দা আব্বাস,আল্লামা মির্জা আব্বাস ওরফে চান্দা আব্বাস,0,0.8393821974913293
Before Election,211,মির্জা পরিবার কে আর নয়,মির্জা পরিবার কে আর নয়,0,0.511634034874841
Before Election,212,বিএনপি একটা জোকার দলে পরিনত হইছে,বিএনপি একটা জোকার দলে পরিনত হইছে,4,0.7991996017270745
Before Election,213,ওরে বাটপার চান্দা আব্বাস,ওরে বাটপার চান্দা আব্বাস,0,0.8398187347269185
Before Election,214,ভোটের পরে বুঝা যাবে।,ভোটের পরে বুঝা যাবে,0,0.7992461549102826
Before Election,215,বাংলাদেশ এ ডুকতে হলে চাঁন্দা দিয়ে ডুকতে হবে,বাংলাদেশ এ ডুকতে হলে চাঁন্দা দিয়ে ডুকতে হবে,4,0.730997815695101
Before Election,216,চাপা মেরে লাভ নেই বাংলার জনগণ তোমাকে আর গ্রহণ করবে না,চাপা মেরে লাভ নেই বাংলার জনগণ তোমাকে আর গ্রহণ করবে না,4,0.7318715023779876
Before Election,217,আব্বাস উদ্দিন এম পি হওয়া শ্যাস  সোনার বাংলাদেশ,আব্বাস উদ্দিন এম পি হওয়া শ্যাস সোনার বাংলাদেশ,2,0.8364154714108912
Before Election,218,পৃথিবীতে সবচেয়ে সুখী মানুষ বিএনপির সকল কর্মী কারন তাদের কোনো লজ্জা শরম নাই ।,পৃথিবীতে সবচেয়ে সুখী মানুষ বিএনপির সকল কর্মী কারন তাদের কোনো লজ্জা শরম নাই,4,0.8848865718461241
Before Election,219,খান্কিরছেলে কয় কি রে,খান্কিরছেলে কয় কি রে,0,0.5989242297421494
Before Election,220,আব্বাস হাদী হত্যাকারীর পরিকল্পনাকারী,আব্বাস হাদী হত্যাকারীর পরিকল্পনাকারী,4,0.7297237439281214
Before Election,221,জামাতের জনপ্রিয়তা দেখে বিএনপি'র নেতারা ভুলভাল বকছে।,জামাতের জনপ্রিয়তা দেখে বিএনপি র নেতারা ভুলভাল বকছে,4,0.8394822822816173
Before Election,222,পাগল হয়ে গেছে,পাগল হয়ে গেছে,2,0.7987207623825308
Before Election,223,কত বড় মাপের মাদার বোড ভাবা যায়,কত বড় মাপের মাদার বোড ভাবা যায়,2,0.733091362696484
Before Election,224,"বিএনপি'র লোকজন পাগল হয়ে গেছে, আর পাগল মানুষ কখনো দেশ চালাতে পারে না",বিএনপি র লোকজন পাগল হয়ে গেছে আর পাগল মানুষ কখনো দেশ চালাতে পারে না,2,0.926148069859409
Before Election,225,"বিএনপি নেতারা পাগল হয়ে গেছে ক্ষমতার লোভে, আল্লাহ যেন তাদেরকে হেদায়েত দান করেন",বিএনপি নেতারা পাগল হয়ে গেছে ক্ষমতার লোভে আল্লাহ যেন তাদেরকে হেদায়েত দান করেন,2,0.5741203067934114
Before Election,226,ভোট চাওয়ার নতুন নতুন টেকনিক। আহারে পাগলা জাতি আর কত খিদে দেখাবি।,ভোট চাওয়ার নতুন নতুন টেকনিক আহারে পাগলা জাতি আর কত খিদে দেখাবি,2,0.8383636166442967
Before Election,227,এরা আওয়ামী লীগের চেয়েও বড় সৈরাচার হবে,এরা আওয়ামী লীগের চেয়েও বড় সৈরাচার হবে,2,0.839526382010786
Before Election,228,"বিএনপি শুধু এদের মতন কুলাঙ্গারি তৈরি করছে, ভালো মানুষ তৈরি করতে পারে নাই।",বিএনপি শুধু এদের মতন কুলাঙ্গারি তৈরি করছে ভালো মানুষ তৈরি করতে পারে নাই,1,0.8985430687188056
Before Election,229,কুত্তার বাচ্চা দের বাটপারি কথাবার্তা শেষ হয় না,কুত্তার বাচ্চা দের বাটপারি কথাবার্তা শেষ হয় না,3,0.5984409551124907
Before Election,230,এই শালারা নেতার যোগ্যতা রাখে না,এই শালারা নেতার যোগ্যতা রাখে না,0,0.2
Before Election,231,বিএনপির নেতাদের বক্তব্য কারনে এই নির্বাচন হারবে এই কথা টা এই নেতারা বুঝতে পারে না,বিএনপির নেতাদের বক্তব্য কারনে এই নির্বাচন হারবে এই কথা টা এই নেতারা বুঝতে পারে না,4,0.9102556208273369
Before Election,232,আমি ব্যক্তিগতভাবে মনে করতাম তারেক রহমান সাহেব অনেক মেধাবী। এখন দেখতেছি তার মাথায় গোবর ছাড়া কিছু নাই। যে কথা বললে দলের লাভের চেয়ে ক্ষতি হবে।সে কথা জামায়াতের আমির কেন বলতে যাবে?,আমি ব্যক্তিগতভাবে মনে করতাম তারেক রহমান সাহেব অনেক মেধাবী এখন দেখতেছি তার মাথায় গোবর ছাড়া কিছু নাই যে কথা বললে দলের লাভের চেয়ে ক্ষতি হবে সে কথা জামায়াতের আমির কেন বলতে যাবে,2,0.9315252446971188
Before Election,233,ছাপড়িদের লিডার,ছাপড়িদের লিডার,0,0.2
Before Election,234,কয় জায়গায় সামাল দিবে এরকম জয় বাংলা স্লোগান শত শত দেওয়া বিএনপি আছে,কয় জায়গায় সামাল দিবে এরকম জয় বাংলা স্লোগান শত শত দেওয়া বিএনপি আছে,1,0.8655682670001407
Before Election,235,বিএনপি মানে আওয়ামী লীগ আওয়ামী লীগ মানে বিএনপি সুতরাং নো প্রবলেম।,বিএনপি মানে আওয়ামী লীগ আওয়ামী লীগ মানে বিএনপি সুতরাং নো প্রবলেম,2,0.8841959842798535
Before Election,236,আওয়ামী লীগ তাদের রক্তে ধানে বাচাইব তাদের জান,আওয়ামী লীগ তাদের রক্তে ধানে বাচাইব তাদের জান,2,0.7333266600396776
Before Election,237,বিএনপি এখন দেউলিয়া হয়ে গেছে যার কারণে মাথা খারাপ হয়ে গেছে,বিএনপি এখন দেউলিয়া হয়ে গেছে যার কারণে মাথা খারাপ হয়ে গেছে,1,0.8847218442730123
Before Election,238,আয়রে তারিখে দুই নম্বরে কাজ করস তারিখ ঘোষণা বাট পাড়ি দেন ঠাম্বাচ খাম্বাচোর তারিখে চোরা খাম্বা চোর,আয়রে তারিখে দুই নম্বরে কাজ করস তারিখ ঘোষণা বাট পাড়ি দেন ঠাম্বাচ খাম্বাচোর তারিখে চোরা খাম্বা চোর,0,0.8855001626830449
Before Election,239,ছাত্রদলে টুকাই এ ভরপুর,ছাত্রদলে টুকাই এ ভরপুর,0,0.2
Before Election,240,"পদে নাই, বডিটা আসছে আরকি",পদে নাই বডিটা আসছে আরকি,1,0.7969592258894528
Before Election,241,"ঐটা সেন্ট্রাল হবেনা, মেন্টাল ছাত্রদল হবে",ঐটা সেন্ট্রাল হবেনা মেন্টাল ছাত্রদল হবে,1,0.7999889798360781
Before Election,242,উনি সত্যিই মেন্টাল নেতা,উনি সত্যিই মেন্টাল নেতা,1,0.7983410523238729
Before Election,243,ভাই ভুল করে টেম্পো স্টান মনে করে চলে আসছে,ভাই ভুল করে টেম্পো স্টান মনে করে চলে আসছে,3,0.8389553255168277
Before Election,244,সেন্ট্রাল থেকে মেন্টাল কোনটা বাদ যাবে না,সেন্ট্রাল থেকে মেন্টাল কোনটা বাদ যাবে না,1,0.5506497193545141
Before Election,245,ও মেন্ট্রাল এর দলে আছে-- সেন্ট্রাল এর না,ও মেন্ট্রাল এর দলে আছে সেন্ট্রাল এর না,1,0.8390703260448819
Before Election,246,গাঁজার দাম কি সস্তা হয়েছে,গাঁজার দাম কি সস্তা হয়েছে,0,0.2
Before Election,248,চেহারাতেই মেন্টাল ছাত্রদল ভাব আছে,চেহারাতেই মেন্টাল ছাত্রদল ভাব আছে,1,0.7333172118755547
Before Election,249,বি‌শেষ খাবার খে‌য়ে আস‌ছে উনি। গ‌ঞ্জিকা,বি শেষ খাবার খে য়ে আস ছে উনি গ ঞ্জিকা,2,0.8648995963919396
